origen_turistas,Isla,year,month,Num_turistas
ESPAÑA,Mallorca,2015,2,51467.0
Francia,Mallorca,2015,2,1982.0
Italia,Mallorca,2015,2,1624.0
Reino Unido,Mallorca,2015,2,15575.0
Alemania,Mallorca,2015,2,77188.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2015,2,5751.0
Países nórdicos,Mallorca,2015,2,3115.0
ESPAÑA,Mallorca,2015,1,71785.0
Francia,Mallorca,2015,1,3294.0
Italia,Mallorca,2015,1,1936.0
Reino Unido,Mallorca,2015,1,13273.0
Alemania,Mallorca,2015,1,63734.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2015,1,3408.0
Países nórdicos,Mallorca,2015,1,2629.0
ESPAÑA,Mallorca,2014,12,36013.0
Francia,Mallorca,2014,12,2142.0
Italia,Mallorca,2014,12,896.0
Reino Unido,Mallorca,2014,12,11872.0
Alemania,Mallorca,2014,12,53687.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,12,4126.0
Países nórdicos,Mallorca,2014,12,6086.0
ESPAÑA,Mallorca,2014,11,53156.0
Francia,Mallorca,2014,11,2609.0
Italia,Mallorca,2014,11,1379.0
Reino Unido,Mallorca,2014,11,17351.0
Alemania,Mallorca,2014,11,86531.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,11,2661.0
Países nórdicos,Mallorca,2014,11,2705.0
ESPAÑA,Mallorca,2014,10,71897.0
Francia,Mallorca,2014,10,22346.0
Italia,Mallorca,2014,10,4407.0
Reino Unido,Mallorca,2014,10,175811.0
Alemania,Mallorca,2014,10,422839.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,10,20942.0
Países nórdicos,Mallorca,2014,10,54486.0
ESPAÑA,Mallorca,2014,9,117405.0
Francia,Mallorca,2014,9,42181.0
Italia,Mallorca,2014,9,14427.0
Reino Unido,Mallorca,2014,9,328682.0
Alemania,Mallorca,2014,9,559778.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,9,42455.0
Países nórdicos,Mallorca,2014,9,98090.0
ESPAÑA,Mallorca,2014,8,190993.0
Francia,Mallorca,2014,8,89313.0
Italia,Mallorca,2014,8,62015.0
Reino Unido,Mallorca,2014,8,409470.0
Alemania,Mallorca,2014,8,590060.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,8,71082.0
Países nórdicos,Mallorca,2014,8,113170.0
ESPAÑA,Mallorca,2014,7,142669.0
Francia,Mallorca,2014,7,44254.0
Italia,Mallorca,2014,7,41583.0
Reino Unido,Mallorca,2014,7,387540.0
Alemania,Mallorca,2014,7,530710.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,7,70038.0
Países nórdicos,Mallorca,2014,7,196090.0
ESPAÑA,Mallorca,2014,6,123797.0
Francia,Mallorca,2014,6,35866.0
Italia,Mallorca,2014,6,21467.0
Reino Unido,Mallorca,2014,6,338859.0
Alemania,Mallorca,2014,6,533800.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,6,44912.0
Países nórdicos,Mallorca,2014,6,123856.0
ESPAÑA,Mallorca,2014,5,68520.0
Francia,Mallorca,2014,5,53859.0
Italia,Mallorca,2014,5,7346.0
Reino Unido,Mallorca,2014,5,307202.0
Alemania,Mallorca,2014,5,398244.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,5,67394.0
Países nórdicos,Mallorca,2014,5,99655.0
ESPAÑA,Mallorca,2014,4,73507.0
Francia,Mallorca,2014,4,24392.0
Italia,Mallorca,2014,4,5501.0
Reino Unido,Mallorca,2014,4,139908.0
Alemania,Mallorca,2014,4,295494.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,4,32036.0
Países nórdicos,Mallorca,2014,4,50981.0
ESPAÑA,Mallorca,2014,3,100987.0
Francia,Mallorca,2014,3,3896.0
Italia,Mallorca,2014,3,677.0
Reino Unido,Mallorca,2014,3,24397.0
Alemania,Mallorca,2014,3,154232.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,3,5278.0
Países nórdicos,Mallorca,2014,3,8295.0
ESPAÑA,Mallorca,2014,2,42900.0
Francia,Mallorca,2014,2,2762.0
Italia,Mallorca,2014,2,
Reino Unido,Mallorca,2014,2,12878.0
Alemania,Mallorca,2014,2,58135.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,2,3080.0
Países nórdicos,Mallorca,2014,2,2380.0
ESPAÑA,Mallorca,2014,1,54768.0
Francia,Mallorca,2014,1,2671.0
Italia,Mallorca,2014,1,
Reino Unido,Mallorca,2014,1,11686.0
Alemania,Mallorca,2014,1,47759.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2014,1,1532.0
Países nórdicos,Mallorca,2014,1,3041.0
ESPAÑA,Mallorca,2013,12,42020.0
Francia,Mallorca,2013,12,1344.0
Italia,Mallorca,2013,12,1159.0
Reino Unido,Mallorca,2013,12,10443.0
Alemania,Mallorca,2013,12,45224.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,12,3389.0
Países nórdicos,Mallorca,2013,12,3263.0
ESPAÑA,Mallorca,2013,11,40618.0
Francia,Mallorca,2013,11,2676.0
Italia,Mallorca,2013,11,1296.0
Reino Unido,Mallorca,2013,11,15951.0
Alemania,Mallorca,2013,11,59848.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,11,2202.0
Países nórdicos,Mallorca,2013,11,3508.0
ESPAÑA,Mallorca,2013,10,54514.0
Francia,Mallorca,2013,10,16769.0
Italia,Mallorca,2013,10,2541.0
Reino Unido,Mallorca,2013,10,187705.0
Alemania,Mallorca,2013,10,388608.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,10,43630.0
Países nórdicos,Mallorca,2013,10,67922.0
ESPAÑA,Mallorca,2013,9,84092.0
Francia,Mallorca,2013,9,43419.0
Italia,Mallorca,2013,9,19048.0
Reino Unido,Mallorca,2013,9,314746.0
Alemania,Mallorca,2013,9,547371.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,9,41478.0
Países nórdicos,Mallorca,2013,9,101552.0
ESPAÑA,Mallorca,2013,8,160492.0
Francia,Mallorca,2013,8,92782.0
Italia,Mallorca,2013,8,58083.0
Reino Unido,Mallorca,2013,8,382500.0
Alemania,Mallorca,2013,8,552585.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,8,63607.0
Países nórdicos,Mallorca,2013,8,114359.0
ESPAÑA,Mallorca,2013,7,131131.0
Francia,Mallorca,2013,7,58838.0
Italia,Mallorca,2013,7,30644.0
Reino Unido,Mallorca,2013,7,363340.0
Alemania,Mallorca,2013,7,568656.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,7,77976.0
Países nórdicos,Mallorca,2013,7,157102.0
ESPAÑA,Mallorca,2013,6,93595.0
Francia,Mallorca,2013,6,44780.0
Italia,Mallorca,2013,6,18536.0
Reino Unido,Mallorca,2013,6,337191.0
Alemania,Mallorca,2013,6,493646.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,6,49679.0
Países nórdicos,Mallorca,2013,6,141510.0
ESPAÑA,Mallorca,2013,5,79361.0
Francia,Mallorca,2013,5,41783.0
Italia,Mallorca,2013,5,9365.0
Reino Unido,Mallorca,2013,5,281537.0
Alemania,Mallorca,2013,5,465474.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,5,43739.0
Países nórdicos,Mallorca,2013,5,96010.0
ESPAÑA,Mallorca,2013,4,111862.0
Francia,Mallorca,2013,4,28265.0
Italia,Mallorca,2013,4,7898.0
Reino Unido,Mallorca,2013,4,133733.0
Alemania,Mallorca,2013,4,248787.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,4,27635.0
Países nórdicos,Mallorca,2013,4,55260.0
ESPAÑA,Mallorca,2013,3,82256.0
Francia,Mallorca,2013,3,3013.0
Italia,Mallorca,2013,3,2647.0
Reino Unido,Mallorca,2013,3,51184.0
Alemania,Mallorca,2013,3,201253.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,3,5702.0
Países nórdicos,Mallorca,2013,3,14153.0
ESPAÑA,Mallorca,2013,2,44576.0
Francia,Mallorca,2013,2,2180.0
Italia,Mallorca,2013,2,
Reino Unido,Mallorca,2013,2,14662.0
Alemania,Mallorca,2013,2,78161.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,2,3083.0
Países nórdicos,Mallorca,2013,2,2025.0
ESPAÑA,Mallorca,2013,1,62241.0
Francia,Mallorca,2013,1,2029.0
Italia,Mallorca,2013,1,695.0
Reino Unido,Mallorca,2013,1,12995.0
Alemania,Mallorca,2013,1,60701.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2013,1,1784.0
Países nórdicos,Mallorca,2013,1,1971.0
ESPAÑA,Mallorca,2012,12,41049.0
Francia,Mallorca,2012,12,1407.0
Italia,Mallorca,2012,12,2039.0
Reino Unido,Mallorca,2012,12,8539.0
Alemania,Mallorca,2012,12,41578.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,12,1792.0
Países nórdicos,Mallorca,2012,12,2576.0
ESPAÑA,Mallorca,2012,11,46954.0
Francia,Mallorca,2012,11,4788.0
Italia,Mallorca,2012,11,1640.0
Reino Unido,Mallorca,2012,11,16180.0
Alemania,Mallorca,2012,11,68918.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,11,3525.0
Países nórdicos,Mallorca,2012,11,2093.0
ESPAÑA,Mallorca,2012,10,69955.0
Francia,Mallorca,2012,10,21246.0
Italia,Mallorca,2012,10,5058.0
Reino Unido,Mallorca,2012,10,179544.0
Alemania,Mallorca,2012,10,367311.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,10,21220.0
Países nórdicos,Mallorca,2012,10,51105.0
ESPAÑA,Mallorca,2012,9,118354.0
Francia,Mallorca,2012,9,47223.0
Italia,Mallorca,2012,9,18289.0
Reino Unido,Mallorca,2012,9,301450.0
Alemania,Mallorca,2012,9,541119.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,9,44851.0
Países nórdicos,Mallorca,2012,9,102682.0
ESPAÑA,Mallorca,2012,8,195994.0
Francia,Mallorca,2012,8,91441.0
Italia,Mallorca,2012,8,66055.0
Reino Unido,Mallorca,2012,8,354610.0
Alemania,Mallorca,2012,8,441970.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,8,106793.0
Países nórdicos,Mallorca,2012,8,94525.0
ESPAÑA,Mallorca,2012,7,165942.0
Francia,Mallorca,2012,7,55087.0
Italia,Mallorca,2012,7,44082.0
Reino Unido,Mallorca,2012,7,368382.0
Alemania,Mallorca,2012,7,539329.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,7,84802.0
Países nórdicos,Mallorca,2012,7,141621.0
ESPAÑA,Mallorca,2012,6,140692.0
Francia,Mallorca,2012,6,46852.0
Italia,Mallorca,2012,6,17953.0
Reino Unido,Mallorca,2012,6,311919.0
Alemania,Mallorca,2012,6,475047.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,6,41374.0
Países nórdicos,Mallorca,2012,6,117832.0
ESPAÑA,Mallorca,2012,5,87036.0
Francia,Mallorca,2012,5,41650.0
Italia,Mallorca,2012,5,9021.0
Reino Unido,Mallorca,2012,5,266179.0
Alemania,Mallorca,2012,5,416443.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,5,34010.0
Países nórdicos,Mallorca,2012,5,85462.0
ESPAÑA,Mallorca,2012,4,114184.0
Francia,Mallorca,2012,4,26820.0
Italia,Mallorca,2012,4,4472.0
Reino Unido,Mallorca,2012,4,111518.0
Alemania,Mallorca,2012,4,258251.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,4,14814.0
Países nórdicos,Mallorca,2012,4,48293.0
ESPAÑA,Mallorca,2012,3,86791.0
Francia,Mallorca,2012,3,9154.0
Italia,Mallorca,2012,3,2488.0
Reino Unido,Mallorca,2012,3,43148.0
Alemania,Mallorca,2012,3,169886.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,3,3689.0
Países nórdicos,Mallorca,2012,3,14183.0
ESPAÑA,Mallorca,2012,2,58804.0
Francia,Mallorca,2012,2,2396.0
Italia,Mallorca,2012,2,
Reino Unido,Mallorca,2012,2,14128.0
Alemania,Mallorca,2012,2,80449.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,2,3035.0
Países nórdicos,Mallorca,2012,2,6248.0
ESPAÑA,Mallorca,2012,1,66280.0
Francia,Mallorca,2012,1,1649.0
Italia,Mallorca,2012,1,
Reino Unido,Mallorca,2012,1,10757.0
Alemania,Mallorca,2012,1,50387.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2012,1,1068.0
Países nórdicos,Mallorca,2012,1,1708.0
ESPAÑA,Mallorca,2011,12,45625.0
Francia,Mallorca,2011,12,1264.0
Italia,Mallorca,2011,12,1120.0
Reino Unido,Mallorca,2011,12,8123.0
Alemania,Mallorca,2011,12,34461.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,12,754.0
Países nórdicos,Mallorca,2011,12,3879.0
ESPAÑA,Mallorca,2011,11,74679.0
Francia,Mallorca,2011,11,1647.0
Italia,Mallorca,2011,11,1254.0
Reino Unido,Mallorca,2011,11,13410.0
Alemania,Mallorca,2011,11,79874.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,11,1977.0
Países nórdicos,Mallorca,2011,11,2126.0
ESPAÑA,Mallorca,2011,10,57327.0
Francia,Mallorca,2011,10,18651.0
Italia,Mallorca,2011,10,5450.0
Reino Unido,Mallorca,2011,10,170664.0
Alemania,Mallorca,2011,10,357010.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,10,17461.0
Países nórdicos,Mallorca,2011,10,47737.0
ESPAÑA,Mallorca,2011,9,103871.0
Francia,Mallorca,2011,9,35697.0
Italia,Mallorca,2011,9,19813.0
Reino Unido,Mallorca,2011,9,281126.0
Alemania,Mallorca,2011,9,483717.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,9,35506.0
Países nórdicos,Mallorca,2011,9,83402.0
ESPAÑA,Mallorca,2011,8,217097.0
Francia,Mallorca,2011,8,66712.0
Italia,Mallorca,2011,8,71087.0
Reino Unido,Mallorca,2011,8,331893.0
Alemania,Mallorca,2011,8,488898.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,8,82368.0
Países nórdicos,Mallorca,2011,8,84463.0
ESPAÑA,Mallorca,2011,7,157310.0
Francia,Mallorca,2011,7,59101.0
Italia,Mallorca,2011,7,46034.0
Reino Unido,Mallorca,2011,7,350853.0
Alemania,Mallorca,2011,7,491055.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,7,75227.0
Países nórdicos,Mallorca,2011,7,133939.0
ESPAÑA,Mallorca,2011,6,124527.0
Francia,Mallorca,2011,6,48141.0
Italia,Mallorca,2011,6,26647.0
Reino Unido,Mallorca,2011,6,280906.0
Alemania,Mallorca,2011,6,465320.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,6,41383.0
Países nórdicos,Mallorca,2011,6,85560.0
ESPAÑA,Mallorca,2011,5,84768.0
Francia,Mallorca,2011,5,48428.0
Italia,Mallorca,2011,5,15198.0
Reino Unido,Mallorca,2011,5,271881.0
Alemania,Mallorca,2011,5,331084.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,5,82441.0
Países nórdicos,Mallorca,2011,5,66909.0
ESPAÑA,Mallorca,2011,4,119516.0
Francia,Mallorca,2011,4,26619.0
Italia,Mallorca,2011,4,7866.0
Reino Unido,Mallorca,2011,4,135713.0
Alemania,Mallorca,2011,4,250023.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,4,23281.0
Países nórdicos,Mallorca,2011,4,40392.0
ESPAÑA,Mallorca,2011,3,88396.0
Francia,Mallorca,2011,3,6693.0
Italia,Mallorca,2011,3,2156.0
Reino Unido,Mallorca,2011,3,29193.0
Alemania,Mallorca,2011,3,159708.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,3,4115.0
Países nórdicos,Mallorca,2011,3,10651.0
ESPAÑA,Mallorca,2011,2,59071.0
Francia,Mallorca,2011,2,1946.0
Italia,Mallorca,2011,2,2437.0
Reino Unido,Mallorca,2011,2,14991.0
Alemania,Mallorca,2011,2,96132.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,2,2580.0
Países nórdicos,Mallorca,2011,2,6669.0
ESPAÑA,Mallorca,2011,1,63634.0
Francia,Mallorca,2011,1,1224.0
Italia,Mallorca,2011,1,1788.0
Reino Unido,Mallorca,2011,1,10085.0
Alemania,Mallorca,2011,1,71321.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2011,1,1837.0
Países nórdicos,Mallorca,2011,1,6315.0
ESPAÑA,Mallorca,2010,12,41043.0
Francia,Mallorca,2010,12,1829.0
Italia,Mallorca,2010,12,1520.0
Reino Unido,Mallorca,2010,12,7471.0
Alemania,Mallorca,2010,12,50449.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2010,12,2603.0
Países nórdicos,Mallorca,2010,12,1751.0
ESPAÑA,Mallorca,2010,11,82828.0
Francia,Mallorca,2010,11,1753.0
Italia,Mallorca,2010,11,1417.0
Reino Unido,Mallorca,2010,11,11970.0
Alemania,Mallorca,2010,11,59159.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2010,11,2695.0
Países nórdicos,Mallorca,2010,11,11818.0
ESPAÑA,Mallorca,2010,10,66649.0
Francia,Mallorca,2010,10,23860.0
Italia,Mallorca,2010,10,6947.0
Reino Unido,Mallorca,2010,10,152576.0
Alemania,Mallorca,2010,10,324737.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2010,10,32585.0
Países nórdicos,Mallorca,2010,10,41082.0
ESPAÑA,Mallorca,2010,9,99773.0
Francia,Mallorca,2010,9,32128.0
Italia,Mallorca,2010,9,16859.0
Reino Unido,Mallorca,2010,9,258151.0
Alemania,Mallorca,2010,9,458666.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2010,9,35040.0
Países nórdicos,Mallorca,2010,9,69363.0
ESPAÑA,Mallorca,2010,8,187807.0
Francia,Mallorca,2010,8,43951.0
Italia,Mallorca,2010,8,60500.0
Reino Unido,Mallorca,2010,8,317829.0
Alemania,Mallorca,2010,8,403900.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2010,8,116017.0
Países nórdicos,Mallorca,2010,8,78011.0
ESPAÑA,Mallorca,2010,7,163895.0
Francia,Mallorca,2010,7,51903.0
Italia,Mallorca,2010,7,29067.0
Reino Unido,Mallorca,2010,7,313905.0
Alemania,Mallorca,2010,7,496668.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2010,7,46420.0
Países nórdicos,Mallorca,2010,7,114814.0
ESPAÑA,Mallorca,2010,6,117830.0
Francia,Mallorca,2010,6,32165.0
Italia,Mallorca,2010,6,19226.0
Reino Unido,Mallorca,2010,6,262391.0
Alemania,Mallorca,2010,6,431129.0
"Bélgica, Luxemburgo y Países Bajos",Mallorca,2010,6,49484.0
Países nórdicos,Mallorca,2010,6,71034.0
ESPAÑA,Menorca,2021,12,6350.0
Francia,Menorca,2021,12,786.0
Italia,Menorca,2021,12,
Reino Unido,Menorca,2021,12,477.0
Alemania,Menorca,2021,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,12,
Países nórdicos,Menorca,2021,12,
ESPAÑA,Menorca,2021,11,6692.0
Francia,Menorca,2021,11,1270.0
Italia,Menorca,2021,11,
Reino Unido,Menorca,2021,11,642.0
Alemania,Menorca,2021,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,11,
Países nórdicos,Menorca,2021,11,
ESPAÑA,Menorca,2021,10,25166.0
Francia,Menorca,2021,10,13772.0
Italia,Menorca,2021,10,1754.0
Reino Unido,Menorca,2021,10,15480.0
Alemania,Menorca,2021,10,4230.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,10,1152.0
Países nórdicos,Menorca,2021,10,
ESPAÑA,Menorca,2021,9,96143.0
Francia,Menorca,2021,9,16387.0
Italia,Menorca,2021,9,6455.0
Reino Unido,Menorca,2021,9,25606.0
Alemania,Menorca,2021,9,9780.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,9,4027.0
Países nórdicos,Menorca,2021,9,
ESPAÑA,Menorca,2021,8,198615.0
Francia,Menorca,2021,8,33143.0
Italia,Menorca,2021,8,15197.0
Reino Unido,Menorca,2021,8,26299.0
Alemania,Menorca,2021,8,3162.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,8,3944.0
Países nórdicos,Menorca,2021,8,
ESPAÑA,Menorca,2021,7,161574.0
Francia,Menorca,2021,7,21954.0
Italia,Menorca,2021,7,11001.0
Reino Unido,Menorca,2021,7,35921.0
Alemania,Menorca,2021,7,6018.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,7,3378.0
Países nórdicos,Menorca,2021,7,
ESPAÑA,Menorca,2021,6,82542.0
Francia,Menorca,2021,6,7394.0
Italia,Menorca,2021,6,3231.0
Reino Unido,Menorca,2021,6,1485.0
Alemania,Menorca,2021,6,5093.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,6,1990.0
Países nórdicos,Menorca,2021,6,
ESPAÑA,Menorca,2021,5,17700.0
Francia,Menorca,2021,5,4351.0
Italia,Menorca,2021,5,708.0
Reino Unido,Menorca,2021,5,715.0
Alemania,Menorca,2021,5,1962.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,5,956.0
Países nórdicos,Menorca,2021,5,
ESPAÑA,Menorca,2021,4,4302.0
Francia,Menorca,2021,4,1546.0
Italia,Menorca,2021,4,
Reino Unido,Menorca,2021,4,
Alemania,Menorca,2021,4,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,4,
Países nórdicos,Menorca,2021,4,
ESPAÑA,Menorca,2021,3,4366.0
Francia,Menorca,2021,3,214.0
Italia,Menorca,2021,3,
Reino Unido,Menorca,2021,3,
Alemania,Menorca,2021,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,3,
Países nórdicos,Menorca,2021,3,
ESPAÑA,Menorca,2021,2,2718.0
Francia,Menorca,2021,2,
Italia,Menorca,2021,2,
Reino Unido,Menorca,2021,2,
Alemania,Menorca,2021,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,2,
Países nórdicos,Menorca,2021,2,
ESPAÑA,Menorca,2021,1,3060.0
Francia,Menorca,2021,1,
Italia,Menorca,2021,1,
Reino Unido,Menorca,2021,1,
Alemania,Menorca,2021,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2021,1,
Países nórdicos,Menorca,2021,1,
ESPAÑA,Menorca,2020,12,4510.0
Francia,Menorca,2020,12,
Italia,Menorca,2020,12,
Reino Unido,Menorca,2020,12,
Alemania,Menorca,2020,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,12,
Países nórdicos,Menorca,2020,12,
ESPAÑA,Menorca,2020,11,4353.0
Francia,Menorca,2020,11,
Italia,Menorca,2020,11,
Reino Unido,Menorca,2020,11,
Alemania,Menorca,2020,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,11,
Países nórdicos,Menorca,2020,11,
ESPAÑA,Menorca,2020,10,16628.0
Francia,Menorca,2020,10,2325.0
Italia,Menorca,2020,10,
Reino Unido,Menorca,2020,10,1111.0
Alemania,Menorca,2020,10,179.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,10,
Países nórdicos,Menorca,2020,10,
ESPAÑA,Menorca,2020,9,57682.0
Francia,Menorca,2020,9,5552.0
Italia,Menorca,2020,9,3016.0
Reino Unido,Menorca,2020,9,2814.0
Alemania,Menorca,2020,9,1050.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,9,731.0
Países nórdicos,Menorca,2020,9,
ESPAÑA,Menorca,2020,8,127438.0
Francia,Menorca,2020,8,11133.0
Italia,Menorca,2020,8,8798.0
Reino Unido,Menorca,2020,8,4355.0
Alemania,Menorca,2020,8,2156.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,8,1961.0
Países nórdicos,Menorca,2020,8,
ESPAÑA,Menorca,2020,7,82971.0
Francia,Menorca,2020,7,8906.0
Italia,Menorca,2020,7,9697.0
Reino Unido,Menorca,2020,7,9635.0
Alemania,Menorca,2020,7,4977.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,7,3091.0
Países nórdicos,Menorca,2020,7,
ESPAÑA,Menorca,2020,6,13860.0
Francia,Menorca,2020,6,225.0
Italia,Menorca,2020,6,
Reino Unido,Menorca,2020,6,
Alemania,Menorca,2020,6,106.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,6,
Países nórdicos,Menorca,2020,6,
ESPAÑA,Menorca,2020,5,0.0
Francia,Menorca,2020,5,0.0
Italia,Menorca,2020,5,0.0
Reino Unido,Menorca,2020,5,0.0
Alemania,Menorca,2020,5,0.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,5,0.0
Países nórdicos,Menorca,2020,5,0.0
ESPAÑA,Menorca,2020,4,0.0
Francia,Menorca,2020,4,0.0
Italia,Menorca,2020,4,0.0
Reino Unido,Menorca,2020,4,0.0
Alemania,Menorca,2020,4,0.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,4,0.0
Países nórdicos,Menorca,2020,4,0.0
ESPAÑA,Menorca,2020,3,10425.0
Francia,Menorca,2020,3,
Italia,Menorca,2020,3,
Reino Unido,Menorca,2020,3,463.0
Alemania,Menorca,2020,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,3,
Países nórdicos,Menorca,2020,3,
ESPAÑA,Menorca,2020,2,18456.0
Francia,Menorca,2020,2,
Italia,Menorca,2020,2,
Reino Unido,Menorca,2020,2,886.0
Alemania,Menorca,2020,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,2,
Países nórdicos,Menorca,2020,2,
ESPAÑA,Menorca,2020,1,10852.0
Francia,Menorca,2020,1,
Italia,Menorca,2020,1,
Reino Unido,Menorca,2020,1,598.0
Alemania,Menorca,2020,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2020,1,
Países nórdicos,Menorca,2020,1,
ESPAÑA,Menorca,2019,12,12175.0
Francia,Menorca,2019,12,
Italia,Menorca,2019,12,
Reino Unido,Menorca,2019,12,1634.0
Alemania,Menorca,2019,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,12,
Países nórdicos,Menorca,2019,12,
ESPAÑA,Menorca,2019,11,11697.0
Francia,Menorca,2019,11,
Italia,Menorca,2019,11,
Reino Unido,Menorca,2019,11,970.0
Alemania,Menorca,2019,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,11,
Países nórdicos,Menorca,2019,11,
ESPAÑA,Menorca,2019,10,21037.0
Francia,Menorca,2019,10,7245.0
Italia,Menorca,2019,10,741.0
Reino Unido,Menorca,2019,10,36611.0
Alemania,Menorca,2019,10,7611.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,10,617.0
Países nórdicos,Menorca,2019,10,1337.0
ESPAÑA,Menorca,2019,9,62030.0
Francia,Menorca,2019,9,14061.0
Italia,Menorca,2019,9,12975.0
Reino Unido,Menorca,2019,9,76186.0
Alemania,Menorca,2019,9,14771.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,9,4166.0
Países nórdicos,Menorca,2019,9,2712.0
ESPAÑA,Menorca,2019,8,125610.0
Francia,Menorca,2019,8,26446.0
Italia,Menorca,2019,8,40557.0
Reino Unido,Menorca,2019,8,98745.0
Alemania,Menorca,2019,8,10648.0
