origen_turistas,Isla,year,month,Num_turistas
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,8,4433.0
Países nórdicos,Menorca,2019,8,3263.0
ESPAÑA,Menorca,2019,7,123485.0
Francia,Menorca,2019,7,24572.0
Italia,Menorca,2019,7,36347.0
Reino Unido,Menorca,2019,7,89559.0
Alemania,Menorca,2019,7,14348.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,7,4853.0
Países nórdicos,Menorca,2019,7,5821.0
ESPAÑA,Menorca,2019,6,84399.0
Francia,Menorca,2019,6,12941.0
Italia,Menorca,2019,6,14107.0
Reino Unido,Menorca,2019,6,91344.0
Alemania,Menorca,2019,6,15875.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,6,4806.0
Países nórdicos,Menorca,2019,6,6590.0
ESPAÑA,Menorca,2019,5,28083.0
Francia,Menorca,2019,5,8436.0
Italia,Menorca,2019,5,2619.0
Reino Unido,Menorca,2019,5,68270.0
Alemania,Menorca,2019,5,8058.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,5,4113.0
Países nórdicos,Menorca,2019,5,2072.0
ESPAÑA,Menorca,2019,4,42112.0
Francia,Menorca,2019,4,
Italia,Menorca,2019,4,1375.0
Reino Unido,Menorca,2019,4,9232.0
Alemania,Menorca,2019,4,2065.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,4,420.0
Países nórdicos,Menorca,2019,4,
ESPAÑA,Menorca,2019,3,24530.0
Francia,Menorca,2019,3,
Italia,Menorca,2019,3,
Reino Unido,Menorca,2019,3,1434.0
Alemania,Menorca,2019,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,3,
Países nórdicos,Menorca,2019,3,
ESPAÑA,Menorca,2019,2,11862.0
Francia,Menorca,2019,2,
Italia,Menorca,2019,2,
Reino Unido,Menorca,2019,2,963.0
Alemania,Menorca,2019,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,2,
Países nórdicos,Menorca,2019,2,
ESPAÑA,Menorca,2019,1,9262.0
Francia,Menorca,2019,1,
Italia,Menorca,2019,1,
Reino Unido,Menorca,2019,1,1197.0
Alemania,Menorca,2019,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2019,1,
Países nórdicos,Menorca,2019,1,
ESPAÑA,Menorca,2018,12,8565.0
Francia,Menorca,2018,12,
Italia,Menorca,2018,12,
Reino Unido,Menorca,2018,12,697.0
Alemania,Menorca,2018,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,12,
Países nórdicos,Menorca,2018,12,
ESPAÑA,Menorca,2018,11,11710.0
Francia,Menorca,2018,11,
Italia,Menorca,2018,11,
Reino Unido,Menorca,2018,11,1616.0
Alemania,Menorca,2018,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,11,
Países nórdicos,Menorca,2018,11,
ESPAÑA,Menorca,2018,10,20895.0
Francia,Menorca,2018,10,3292.0
Italia,Menorca,2018,10,647.0
Reino Unido,Menorca,2018,10,40653.0
Alemania,Menorca,2018,10,7474.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,10,
Países nórdicos,Menorca,2018,10,
ESPAÑA,Menorca,2018,9,65960.0
Francia,Menorca,2018,9,14519.0
Italia,Menorca,2018,9,16264.0
Reino Unido,Menorca,2018,9,77334.0
Alemania,Menorca,2018,9,15406.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,9,4042.0
Países nórdicos,Menorca,2018,9,4932.0
ESPAÑA,Menorca,2018,8,123966.0
Francia,Menorca,2018,8,16908.0
Italia,Menorca,2018,8,35590.0
Reino Unido,Menorca,2018,8,106733.0
Alemania,Menorca,2018,8,11162.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,8,4760.0
Países nórdicos,Menorca,2018,8,5607.0
ESPAÑA,Menorca,2018,7,114313.0
Francia,Menorca,2018,7,17972.0
Italia,Menorca,2018,7,36373.0
Reino Unido,Menorca,2018,7,101541.0
Alemania,Menorca,2018,7,10946.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,7,7348.0
Países nórdicos,Menorca,2018,7,6550.0
ESPAÑA,Menorca,2018,6,75209.0
Francia,Menorca,2018,6,11661.0
Italia,Menorca,2018,6,21495.0
Reino Unido,Menorca,2018,6,97667.0
Alemania,Menorca,2018,6,12348.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,6,2774.0
Países nórdicos,Menorca,2018,6,5797.0
ESPAÑA,Menorca,2018,5,26656.0
Francia,Menorca,2018,5,12032.0
Italia,Menorca,2018,5,2441.0
Reino Unido,Menorca,2018,5,63164.0
Alemania,Menorca,2018,5,18441.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,5,4398.0
Países nórdicos,Menorca,2018,5,1393.0
ESPAÑA,Menorca,2018,4,31522.0
Francia,Menorca,2018,4,2722.0
Italia,Menorca,2018,4,954.0
Reino Unido,Menorca,2018,4,7604.0
Alemania,Menorca,2018,4,234.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,4,485.0
Países nórdicos,Menorca,2018,4,
ESPAÑA,Menorca,2018,3,24300.0
Francia,Menorca,2018,3,
Italia,Menorca,2018,3,
Reino Unido,Menorca,2018,3,1488.0
Alemania,Menorca,2018,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,3,
Países nórdicos,Menorca,2018,3,
ESPAÑA,Menorca,2018,2,10266.0
Francia,Menorca,2018,2,
Italia,Menorca,2018,2,
Reino Unido,Menorca,2018,2,564.0
Alemania,Menorca,2018,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,2,
Países nórdicos,Menorca,2018,2,
ESPAÑA,Menorca,2018,1,10570.0
Francia,Menorca,2018,1,
Italia,Menorca,2018,1,
Reino Unido,Menorca,2018,1,
Alemania,Menorca,2018,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2018,1,
Países nórdicos,Menorca,2018,1,
ESPAÑA,Menorca,2017,12,8790.0
Francia,Menorca,2017,12,
Italia,Menorca,2017,12,
Reino Unido,Menorca,2017,12,
Alemania,Menorca,2017,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,12,
Países nórdicos,Menorca,2017,12,
ESPAÑA,Menorca,2017,11,10127.0
Francia,Menorca,2017,11,
Italia,Menorca,2017,11,
Reino Unido,Menorca,2017,11,1032.0
Alemania,Menorca,2017,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,11,
Países nórdicos,Menorca,2017,11,
ESPAÑA,Menorca,2017,10,21287.0
Francia,Menorca,2017,10,
Italia,Menorca,2017,10,
Reino Unido,Menorca,2017,10,38169.0
Alemania,Menorca,2017,10,10331.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,10,
Países nórdicos,Menorca,2017,10,
ESPAÑA,Menorca,2017,9,59523.0
Francia,Menorca,2017,9,16419.0
Italia,Menorca,2017,9,14282.0
Reino Unido,Menorca,2017,9,95517.0
Alemania,Menorca,2017,9,14495.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,9,3726.0
Países nórdicos,Menorca,2017,9,7147.0
ESPAÑA,Menorca,2017,8,119843.0
Francia,Menorca,2017,8,16064.0
Italia,Menorca,2017,8,43629.0
Reino Unido,Menorca,2017,8,104589.0
Alemania,Menorca,2017,8,13297.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,8,5442.0
Países nórdicos,Menorca,2017,8,9852.0
ESPAÑA,Menorca,2017,7,108808.0
Francia,Menorca,2017,7,18511.0
Italia,Menorca,2017,7,36962.0
Reino Unido,Menorca,2017,7,117407.0
Alemania,Menorca,2017,7,15731.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,7,6487.0
Países nórdicos,Menorca,2017,7,4781.0
ESPAÑA,Menorca,2017,6,57465.0
Francia,Menorca,2017,6,11404.0
Italia,Menorca,2017,6,22041.0
Reino Unido,Menorca,2017,6,101802.0
Alemania,Menorca,2017,6,18627.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,6,2889.0
Países nórdicos,Menorca,2017,6,5274.0
ESPAÑA,Menorca,2017,5,25492.0
Francia,Menorca,2017,5,7700.0
Italia,Menorca,2017,5,2981.0
Reino Unido,Menorca,2017,5,84660.0
Alemania,Menorca,2017,5,10627.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,5,1983.0
Países nórdicos,Menorca,2017,5,
ESPAÑA,Menorca,2017,4,37581.0
Francia,Menorca,2017,4,2283.0
Italia,Menorca,2017,4,
Reino Unido,Menorca,2017,4,9138.0
Alemania,Menorca,2017,4,1325.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,4,1512.0
Países nórdicos,Menorca,2017,4,
ESPAÑA,Menorca,2017,3,24376.0
Francia,Menorca,2017,3,
Italia,Menorca,2017,3,
Reino Unido,Menorca,2017,3,1433.0
Alemania,Menorca,2017,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,3,
Países nórdicos,Menorca,2017,3,
ESPAÑA,Menorca,2017,2,11311.0
Francia,Menorca,2017,2,
Italia,Menorca,2017,2,
Reino Unido,Menorca,2017,2,745.0
Alemania,Menorca,2017,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,2,
Países nórdicos,Menorca,2017,2,
ESPAÑA,Menorca,2017,1,10833.0
Francia,Menorca,2017,1,
Italia,Menorca,2017,1,
Reino Unido,Menorca,2017,1,291.0
Alemania,Menorca,2017,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2017,1,
Países nórdicos,Menorca,2017,1,
ESPAÑA,Menorca,2016,12,10731.0
Francia,Menorca,2016,12,
Italia,Menorca,2016,12,
Reino Unido,Menorca,2016,12,655.0
Alemania,Menorca,2016,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,12,
Países nórdicos,Menorca,2016,12,
ESPAÑA,Menorca,2016,11,11777.0
Francia,Menorca,2016,11,
Italia,Menorca,2016,11,
Reino Unido,Menorca,2016,11,581.0
Alemania,Menorca,2016,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,11,
Países nórdicos,Menorca,2016,11,
ESPAÑA,Menorca,2016,10,20911.0
Francia,Menorca,2016,10,1599.0
Italia,Menorca,2016,10,
Reino Unido,Menorca,2016,10,36731.0
Alemania,Menorca,2016,10,11243.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,10,
Países nórdicos,Menorca,2016,10,
ESPAÑA,Menorca,2016,9,64776.0
Francia,Menorca,2016,9,11020.0
Italia,Menorca,2016,9,11999.0
Reino Unido,Menorca,2016,9,85572.0
Alemania,Menorca,2016,9,17236.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,9,3996.0
Países nórdicos,Menorca,2016,9,3147.0
ESPAÑA,Menorca,2016,8,133468.0
Francia,Menorca,2016,8,13328.0
Italia,Menorca,2016,8,39414.0
Reino Unido,Menorca,2016,8,104992.0
Alemania,Menorca,2016,8,14420.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,8,4419.0
Países nórdicos,Menorca,2016,8,3908.0
ESPAÑA,Menorca,2016,7,111342.0
Francia,Menorca,2016,7,13467.0
Italia,Menorca,2016,7,32114.0
Reino Unido,Menorca,2016,7,110355.0
Alemania,Menorca,2016,7,17827.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,7,5970.0
Países nórdicos,Menorca,2016,7,7586.0
ESPAÑA,Menorca,2016,6,66746.0
Francia,Menorca,2016,6,11529.0
Italia,Menorca,2016,6,16031.0
Reino Unido,Menorca,2016,6,94675.0
Alemania,Menorca,2016,6,14616.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,6,2947.0
Países nórdicos,Menorca,2016,6,7940.0
ESPAÑA,Menorca,2016,5,23139.0
Francia,Menorca,2016,5,11426.0
Italia,Menorca,2016,5,3292.0
Reino Unido,Menorca,2016,5,68025.0
Alemania,Menorca,2016,5,16043.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,5,2367.0
Países nórdicos,Menorca,2016,5,
ESPAÑA,Menorca,2016,4,22850.0
Francia,Menorca,2016,4,2295.0
Italia,Menorca,2016,4,
Reino Unido,Menorca,2016,4,8386.0
Alemania,Menorca,2016,4,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,4,
Países nórdicos,Menorca,2016,4,
ESPAÑA,Menorca,2016,3,18596.0
Francia,Menorca,2016,3,
Italia,Menorca,2016,3,
Reino Unido,Menorca,2016,3,1272.0
Alemania,Menorca,2016,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,3,
Países nórdicos,Menorca,2016,3,
ESPAÑA,Menorca,2016,2,13094.0
Francia,Menorca,2016,2,
Italia,Menorca,2016,2,
Reino Unido,Menorca,2016,2,506.0
Alemania,Menorca,2016,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,2,
Países nórdicos,Menorca,2016,2,
ESPAÑA,Menorca,2016,1,9968.0
Francia,Menorca,2016,1,
Italia,Menorca,2016,1,
Reino Unido,Menorca,2016,1,384.0
Alemania,Menorca,2016,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2016,1,
Países nórdicos,Menorca,2016,1,
ESPAÑA,Menorca,2015,12,5802.0
Francia,Menorca,2015,12,
Italia,Menorca,2015,12,
Reino Unido,Menorca,2015,12,1032.0
Alemania,Menorca,2015,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,12,
Países nórdicos,Menorca,2015,12,
ESPAÑA,Menorca,2015,11,9296.0
Francia,Menorca,2015,11,
Italia,Menorca,2015,11,
Reino Unido,Menorca,2015,11,763.0
Alemania,Menorca,2015,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,11,
Países nórdicos,Menorca,2015,11,
ESPAÑA,Menorca,2015,10,18389.0
Francia,Menorca,2015,10,
Italia,Menorca,2015,10,
Reino Unido,Menorca,2015,10,40683.0
Alemania,Menorca,2015,10,1825.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,10,
Países nórdicos,Menorca,2015,10,
ESPAÑA,Menorca,2015,9,47980.0
Francia,Menorca,2015,9,5746.0
Italia,Menorca,2015,9,13887.0
Reino Unido,Menorca,2015,9,81861.0
Alemania,Menorca,2015,9,12347.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,9,3505.0
Países nórdicos,Menorca,2015,9,3111.0
ESPAÑA,Menorca,2015,8,116907.0
Francia,Menorca,2015,8,16942.0
Italia,Menorca,2015,8,41897.0
Reino Unido,Menorca,2015,8,102554.0
Alemania,Menorca,2015,8,16948.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,8,4460.0
Países nórdicos,Menorca,2015,8,4921.0
ESPAÑA,Menorca,2015,7,94064.0
Francia,Menorca,2015,7,9190.0
Italia,Menorca,2015,7,33942.0
Reino Unido,Menorca,2015,7,104196.0
Alemania,Menorca,2015,7,13605.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,7,5590.0
Países nórdicos,Menorca,2015,7,6071.0
ESPAÑA,Menorca,2015,6,67341.0
Francia,Menorca,2015,6,6910.0
Italia,Menorca,2015,6,19130.0
Reino Unido,Menorca,2015,6,85679.0
Alemania,Menorca,2015,6,12888.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,6,3381.0
Países nórdicos,Menorca,2015,6,4560.0
ESPAÑA,Menorca,2015,5,25402.0
Francia,Menorca,2015,5,6562.0
Italia,Menorca,2015,5,3556.0
Reino Unido,Menorca,2015,5,69603.0
Alemania,Menorca,2015,5,11135.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,5,2801.0
Países nórdicos,Menorca,2015,5,1988.0
ESPAÑA,Menorca,2015,4,27210.0
Francia,Menorca,2015,4,2297.0
Italia,Menorca,2015,4,824.0
Reino Unido,Menorca,2015,4,5933.0
Alemania,Menorca,2015,4,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,4,1120.0
Países nórdicos,Menorca,2015,4,
ESPAÑA,Menorca,2015,3,21411.0
Francia,Menorca,2015,3,572.0
Italia,Menorca,2015,3,
Reino Unido,Menorca,2015,3,935.0
Alemania,Menorca,2015,3,396.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,3,
Países nórdicos,Menorca,2015,3,
ESPAÑA,Menorca,2015,2,9307.0
Francia,Menorca,2015,2,
Italia,Menorca,2015,2,
Reino Unido,Menorca,2015,2,
Alemania,Menorca,2015,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,2,
Países nórdicos,Menorca,2015,2,
ESPAÑA,Menorca,2015,1,9134.0
Francia,Menorca,2015,1,
Italia,Menorca,2015,1,
Reino Unido,Menorca,2015,1,429.0
Alemania,Menorca,2015,1,196.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2015,1,
Países nórdicos,Menorca,2015,1,
ESPAÑA,Menorca,2014,12,4656.0
Francia,Menorca,2014,12,
Italia,Menorca,2014,12,
Reino Unido,Menorca,2014,12,
Alemania,Menorca,2014,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,12,
Países nórdicos,Menorca,2014,12,
ESPAÑA,Menorca,2014,11,9273.0
Francia,Menorca,2014,11,
Italia,Menorca,2014,11,
Reino Unido,Menorca,2014,11,1064.0
Alemania,Menorca,2014,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,11,
Países nórdicos,Menorca,2014,11,
ESPAÑA,Menorca,2014,10,11701.0
Francia,Menorca,2014,10,1626.0
Italia,Menorca,2014,10,
Reino Unido,Menorca,2014,10,28610.0
Alemania,Menorca,2014,10,5983.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,10,
Países nórdicos,Menorca,2014,10,
ESPAÑA,Menorca,2014,9,47358.0
Francia,Menorca,2014,9,3433.0
Italia,Menorca,2014,9,10626.0
Reino Unido,Menorca,2014,9,73668.0
Alemania,Menorca,2014,9,12552.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,9,3277.0
Países nórdicos,Menorca,2014,9,3432.0
ESPAÑA,Menorca,2014,8,118533.0
Francia,Menorca,2014,8,14085.0
Italia,Menorca,2014,8,37729.0
Reino Unido,Menorca,2014,8,99226.0
Alemania,Menorca,2014,8,13368.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,8,5014.0
Países nórdicos,Menorca,2014,8,5965.0
ESPAÑA,Menorca,2014,7,100034.0
Francia,Menorca,2014,7,6246.0
Italia,Menorca,2014,7,27867.0
Reino Unido,Menorca,2014,7,91393.0
Alemania,Menorca,2014,7,11254.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,7,5599.0
Países nórdicos,Menorca,2014,7,8471.0
ESPAÑA,Menorca,2014,6,59001.0
Francia,Menorca,2014,6,2912.0
Italia,Menorca,2014,6,16906.0
Reino Unido,Menorca,2014,6,79720.0
Alemania,Menorca,2014,6,16592.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,6,3269.0
Países nórdicos,Menorca,2014,6,5717.0
ESPAÑA,Menorca,2014,5,13562.0
Francia,Menorca,2014,5,2976.0
Italia,Menorca,2014,5,2397.0
Reino Unido,Menorca,2014,5,73127.0
Alemania,Menorca,2014,5,8020.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,5,2600.0
Países nórdicos,Menorca,2014,5,1852.0
ESPAÑA,Menorca,2014,4,18664.0
Francia,Menorca,2014,4,1198.0
Italia,Menorca,2014,4,190.0
Reino Unido,Menorca,2014,4,4274.0
Alemania,Menorca,2014,4,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,4,645.0
Países nórdicos,Menorca,2014,4,
ESPAÑA,Menorca,2014,3,12454.0
Francia,Menorca,2014,3,
Italia,Menorca,2014,3,
Reino Unido,Menorca,2014,3,
Alemania,Menorca,2014,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,3,
Países nórdicos,Menorca,2014,3,
ESPAÑA,Menorca,2014,2,7022.0
Francia,Menorca,2014,2,184.0
Italia,Menorca,2014,2,
Reino Unido,Menorca,2014,2,
Alemania,Menorca,2014,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,2,
Países nórdicos,Menorca,2014,2,
ESPAÑA,Menorca,2014,1,3602.0
Francia,Menorca,2014,1,
Italia,Menorca,2014,1,
Reino Unido,Menorca,2014,1,
Alemania,Menorca,2014,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2014,1,
Países nórdicos,Menorca,2014,1,
ESPAÑA,Menorca,2013,12,5381.0
Francia,Menorca,2013,12,
Italia,Menorca,2013,12,
Reino Unido,Menorca,2013,12,
Alemania,Menorca,2013,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,12,
Países nórdicos,Menorca,2013,12,
ESPAÑA,Menorca,2013,11,4578.0
Francia,Menorca,2013,11,
Italia,Menorca,2013,11,
Reino Unido,Menorca,2013,11,786.0
Alemania,Menorca,2013,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,11,
Países nórdicos,Menorca,2013,11,
ESPAÑA,Menorca,2013,10,12162.0
Francia,Menorca,2013,10,295.0
Italia,Menorca,2013,10,
Reino Unido,Menorca,2013,10,27602.0
Alemania,Menorca,2013,10,5436.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,10,507.0
Países nórdicos,Menorca,2013,10,
ESPAÑA,Menorca,2013,9,46850.0
Francia,Menorca,2013,9,624.0
Italia,Menorca,2013,9,12753.0
Reino Unido,Menorca,2013,9,73936.0
Alemania,Menorca,2013,9,15052.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,9,2754.0
Países nórdicos,Menorca,2013,9,3418.0
ESPAÑA,Menorca,2013,8,110939.0
Francia,Menorca,2013,8,4952.0
Italia,Menorca,2013,8,33952.0
Reino Unido,Menorca,2013,8,107862.0
Alemania,Menorca,2013,8,13655.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,8,5497.0
Países nórdicos,Menorca,2013,8,3798.0
ESPAÑA,Menorca,2013,7,95847.0
Francia,Menorca,2013,7,2674.0
Italia,Menorca,2013,7,21612.0
Reino Unido,Menorca,2013,7,95985.0
Alemania,Menorca,2013,7,14247.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,7,5352.0
Países nórdicos,Menorca,2013,7,7244.0
ESPAÑA,Menorca,2013,6,54329.0
Francia,Menorca,2013,6,1729.0
Italia,Menorca,2013,6,14976.0
Reino Unido,Menorca,2013,6,80975.0
Alemania,Menorca,2013,6,14454.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,6,3935.0
Países nórdicos,Menorca,2013,6,6070.0
ESPAÑA,Menorca,2013,5,26757.0
Francia,Menorca,2013,5,2616.0
Italia,Menorca,2013,5,2277.0
Reino Unido,Menorca,2013,5,68371.0
Alemania,Menorca,2013,5,10859.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,5,3178.0
Países nórdicos,Menorca,2013,5,2094.0
ESPAÑA,Menorca,2013,4,16485.0
Francia,Menorca,2013,4,156.0
Italia,Menorca,2013,4,1110.0
Reino Unido,Menorca,2013,4,2736.0
Alemania,Menorca,2013,4,3094.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,4,357.0
Países nórdicos,Menorca,2013,4,
ESPAÑA,Menorca,2013,3,12582.0
Francia,Menorca,2013,3,
Italia,Menorca,2013,3,698.0
Reino Unido,Menorca,2013,3,948.0
Alemania,Menorca,2013,3,585.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,3,
Países nórdicos,Menorca,2013,3,
ESPAÑA,Menorca,2013,2,8409.0
Francia,Menorca,2013,2,
Italia,Menorca,2013,2,
Reino Unido,Menorca,2013,2,386.0
Alemania,Menorca,2013,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,2,
Países nórdicos,Menorca,2013,2,
ESPAÑA,Menorca,2013,1,9090.0
Francia,Menorca,2013,1,
Italia,Menorca,2013,1,
Reino Unido,Menorca,2013,1,442.0
Alemania,Menorca,2013,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2013,1,
Países nórdicos,Menorca,2013,1,
ESPAÑA,Menorca,2012,12,4011.0
Francia,Menorca,2012,12,
Italia,Menorca,2012,12,106.0
Reino Unido,Menorca,2012,12,402.0
Alemania,Menorca,2012,12,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,12,
Países nórdicos,Menorca,2012,12,
ESPAÑA,Menorca,2012,11,7869.0
Francia,Menorca,2012,11,1605.0
Italia,Menorca,2012,11,412.0
Reino Unido,Menorca,2012,11,516.0
Alemania,Menorca,2012,11,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,11,
Países nórdicos,Menorca,2012,11,
ESPAÑA,Menorca,2012,10,15460.0
Francia,Menorca,2012,10,958.0
Italia,Menorca,2012,10,1016.0
Reino Unido,Menorca,2012,10,28692.0
Alemania,Menorca,2012,10,5009.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,10,841.0
Países nórdicos,Menorca,2012,10,
ESPAÑA,Menorca,2012,9,47959.0
Francia,Menorca,2012,9,1428.0
Italia,Menorca,2012,9,11907.0
Reino Unido,Menorca,2012,9,68282.0
Alemania,Menorca,2012,9,15103.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,9,4515.0
Países nórdicos,Menorca,2012,9,3257.0
ESPAÑA,Menorca,2012,8,124297.0
Francia,Menorca,2012,8,3514.0
Italia,Menorca,2012,8,36809.0
Reino Unido,Menorca,2012,8,90595.0
Alemania,Menorca,2012,8,11993.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,8,6103.0
Países nórdicos,Menorca,2012,8,3363.0
ESPAÑA,Menorca,2012,7,106425.0
Francia,Menorca,2012,7,3612.0
Italia,Menorca,2012,7,30708.0
Reino Unido,Menorca,2012,7,84778.0
Alemania,Menorca,2012,7,14664.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,7,6828.0
Países nórdicos,Menorca,2012,7,4763.0
ESPAÑA,Menorca,2012,6,56868.0
Francia,Menorca,2012,6,786.0
Italia,Menorca,2012,6,15373.0
Reino Unido,Menorca,2012,6,81873.0
Alemania,Menorca,2012,6,11728.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,6,4063.0
Países nórdicos,Menorca,2012,6,4325.0
ESPAÑA,Menorca,2012,5,23871.0
Francia,Menorca,2012,5,2062.0
Italia,Menorca,2012,5,2748.0
Reino Unido,Menorca,2012,5,53184.0
Alemania,Menorca,2012,5,11359.0
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,5,3053.0
Países nórdicos,Menorca,2012,5,1770.0
ESPAÑA,Menorca,2012,4,20796.0
Francia,Menorca,2012,4,121.0
Italia,Menorca,2012,4,1010.0
Reino Unido,Menorca,2012,4,4431.0
Alemania,Menorca,2012,4,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,4,317.0
Países nórdicos,Menorca,2012,4,
ESPAÑA,Menorca,2012,3,17177.0
Francia,Menorca,2012,3,
Italia,Menorca,2012,3,
Reino Unido,Menorca,2012,3,1704.0
Alemania,Menorca,2012,3,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,3,
Países nórdicos,Menorca,2012,3,
ESPAÑA,Menorca,2012,2,4705.0
Francia,Menorca,2012,2,
Italia,Menorca,2012,2,288.0
Reino Unido,Menorca,2012,2,483.0
Alemania,Menorca,2012,2,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,2,
Países nórdicos,Menorca,2012,2,
ESPAÑA,Menorca,2012,1,7632.0
Francia,Menorca,2012,1,
Italia,Menorca,2012,1,
Reino Unido,Menorca,2012,1,680.0
Alemania,Menorca,2012,1,
"Bélgica, Luxemburgo y Países Bajos",Menorca,2012,1,
Países nórdicos,Menorca,2012,1,
ESPAÑA,Menorca,2011,12,10536.0
