tipo_alojamiento,Isla,year,month,Num_establecimientos
Otro alojamiento de mercado,Ibiza_Formentera,2018,4,1639.0
Alojamiento en propiedad,Ibiza_Formentera,2018,4,20234.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,4,50560.0
Hoteles y similares,Ibiza_Formentera,2018,3,18594.0
Alojamiento de alquiler,Ibiza_Formentera,2018,3,7117.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,3,
Alojamiento en propiedad,Ibiza_Formentera,2018,3,13063.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,3,32111.0
Hoteles y similares,Ibiza_Formentera,2018,2,10464.0
Alojamiento de alquiler,Ibiza_Formentera,2018,2,3126.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,2,
Alojamiento en propiedad,Ibiza_Formentera,2018,2,6795.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,2,12350.0
Hoteles y similares,Ibiza_Formentera,2018,1,7228.0
Alojamiento de alquiler,Ibiza_Formentera,2018,1,2591.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,1,
Alojamiento en propiedad,Ibiza_Formentera,2018,1,4698.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,1,18471.0
Hoteles y similares,Ibiza_Formentera,2017,12,4872.0
Alojamiento de alquiler,Ibiza_Formentera,2017,12,1886.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,12,
Alojamiento en propiedad,Ibiza_Formentera,2017,12,2584.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,12,16136.0
Hoteles y similares,Ibiza_Formentera,2017,11,7659.0
Alojamiento de alquiler,Ibiza_Formentera,2017,11,4428.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,11,
Alojamiento en propiedad,Ibiza_Formentera,2017,11,5857.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,11,15938.0
Hoteles y similares,Ibiza_Formentera,2017,10,174141.0
Alojamiento de alquiler,Ibiza_Formentera,2017,10,33325.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,10,
Alojamiento en propiedad,Ibiza_Formentera,2017,10,10667.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,10,26060.0
Hoteles y similares,Ibiza_Formentera,2017,9,382539.0
Alojamiento de alquiler,Ibiza_Formentera,2017,9,54889.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,9,5336.0
Alojamiento en propiedad,Ibiza_Formentera,2017,9,9338.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,9,51098.0
Hoteles y similares,Ibiza_Formentera,2017,8,432533.0
Alojamiento de alquiler,Ibiza_Formentera,2017,8,63151.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,8,23575.0
Alojamiento en propiedad,Ibiza_Formentera,2017,8,16038.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,8,96012.0
Hoteles y similares,Ibiza_Formentera,2017,7,404546.0
Alojamiento de alquiler,Ibiza_Formentera,2017,7,82018.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,7,19238.0
Alojamiento en propiedad,Ibiza_Formentera,2017,7,29071.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,7,91805.0
Hoteles y similares,Ibiza_Formentera,2017,6,356327.0
Alojamiento de alquiler,Ibiza_Formentera,2017,6,44085.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,6,10296.0
Alojamiento en propiedad,Ibiza_Formentera,2017,6,26069.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,6,71502.0
Hoteles y similares,Ibiza_Formentera,2017,5,256511.0
Alojamiento de alquiler,Ibiza_Formentera,2017,5,48388.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,5,6910.0
Alojamiento en propiedad,Ibiza_Formentera,2017,5,20867.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,5,48291.0
Hoteles y similares,Ibiza_Formentera,2017,4,73543.0
Alojamiento de alquiler,Ibiza_Formentera,2017,4,25126.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,4,1151.0
Alojamiento en propiedad,Ibiza_Formentera,2017,4,22063.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,4,58069.0
Hoteles y similares,Ibiza_Formentera,2017,3,10237.0
Alojamiento de alquiler,Ibiza_Formentera,2017,3,1644.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,3,
Alojamiento en propiedad,Ibiza_Formentera,2017,3,6429.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,3,32835.0
Hoteles y similares,Ibiza_Formentera,2017,2,5344.0
Alojamiento de alquiler,Ibiza_Formentera,2017,2,1001.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,2,
Alojamiento en propiedad,Ibiza_Formentera,2017,2,2524.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,2,12338.0
Hoteles y similares,Ibiza_Formentera,2017,1,5495.0
Alojamiento de alquiler,Ibiza_Formentera,2017,1,2419.0
Otro alojamiento de mercado,Ibiza_Formentera,2017,1,
Alojamiento en propiedad,Ibiza_Formentera,2017,1,2817.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2017,1,18488.0
Hoteles y similares,Ibiza_Formentera,2016,12,5257.0
Alojamiento de alquiler,Ibiza_Formentera,2016,12,2921.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,12,237.0
Alojamiento en propiedad,Ibiza_Formentera,2016,12,2477.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,12,12879.0
Hoteles y similares,Ibiza_Formentera,2016,11,5994.0
Alojamiento de alquiler,Ibiza_Formentera,2016,11,5041.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,11,580.0
Alojamiento en propiedad,Ibiza_Formentera,2016,11,4553.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,11,14299.0
Hoteles y similares,Ibiza_Formentera,2016,10,155782.0
Alojamiento de alquiler,Ibiza_Formentera,2016,10,28095.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,10,6186.0
Alojamiento en propiedad,Ibiza_Formentera,2016,10,15644.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,10,31247.0
Hoteles y similares,Ibiza_Formentera,2016,9,370480.0
Alojamiento de alquiler,Ibiza_Formentera,2016,9,41400.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,9,14806.0
Alojamiento en propiedad,Ibiza_Formentera,2016,9,16190.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,9,45727.0
Hoteles y similares,Ibiza_Formentera,2016,8,425449.0
Alojamiento de alquiler,Ibiza_Formentera,2016,8,73695.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,8,18250.0
Alojamiento en propiedad,Ibiza_Formentera,2016,8,26659.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,8,76028.0
Hoteles y similares,Ibiza_Formentera,2016,7,409227.0
Alojamiento de alquiler,Ibiza_Formentera,2016,7,81873.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,7,18286.0
Alojamiento en propiedad,Ibiza_Formentera,2016,7,26488.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,7,61219.0
Hoteles y similares,Ibiza_Formentera,2016,6,359198.0
Alojamiento de alquiler,Ibiza_Formentera,2016,6,42201.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,6,8371.0
Alojamiento en propiedad,Ibiza_Formentera,2016,6,12587.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,6,44433.0
Hoteles y similares,Ibiza_Formentera,2016,5,243568.0
Alojamiento de alquiler,Ibiza_Formentera,2016,5,36269.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,5,14574.0
Alojamiento en propiedad,Ibiza_Formentera,2016,5,15997.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,5,33280.0
Hoteles y similares,Ibiza_Formentera,2016,4,34741.0
Alojamiento de alquiler,Ibiza_Formentera,2016,4,23610.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,4,4369.0
Alojamiento en propiedad,Ibiza_Formentera,2016,4,23031.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,4,54419.0
Hoteles y similares,Ibiza_Formentera,2016,3,10568.0
Alojamiento de alquiler,Ibiza_Formentera,2016,3,2462.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,3,346.0
Alojamiento en propiedad,Ibiza_Formentera,2016,3,11617.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,3,33813.0
Hoteles y similares,Ibiza_Formentera,2016,2,5051.0
Alojamiento de alquiler,Ibiza_Formentera,2016,2,
Otro alojamiento de mercado,Ibiza_Formentera,2016,2,
Alojamiento en propiedad,Ibiza_Formentera,2016,2,4064.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,2,15228.0
Hoteles y similares,Ibiza_Formentera,2016,1,3977.0
Alojamiento de alquiler,Ibiza_Formentera,2016,1,1409.0
Otro alojamiento de mercado,Ibiza_Formentera,2016,1,
Alojamiento en propiedad,Ibiza_Formentera,2016,1,5631.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2016,1,18918.0
Hoteles y similares,Ibiza_Formentera,2015,12,4420.0
Alojamiento de alquiler,Ibiza_Formentera,2015,12,1166.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,12,384.0
Alojamiento en propiedad,Ibiza_Formentera,2015,12,3201.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,12,12950.0
Hoteles y similares,Ibiza_Formentera,2015,11,4030.0
Alojamiento de alquiler,Ibiza_Formentera,2015,11,2361.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,11,1000.0
Alojamiento en propiedad,Ibiza_Formentera,2015,11,4621.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,11,14067.0
Hoteles y similares,Ibiza_Formentera,2015,10,92901.0
Alojamiento de alquiler,Ibiza_Formentera,2015,10,22038.0
Otro alojamiento de mercado,Ibiza_Formentera,2015,10,27094.0
Alojamiento en propiedad,Ibiza_Formentera,2015,10,10594.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2015,10,22680.0
Hoteles y similares,Mallorca,2015,9,912833.0
Alojamiento en propiedad,Mallorca,2015,9,44473.0
Alojamiento de alquiler,Mallorca,2015,9,214558.0
Alojamiento de familiares o amigos,Mallorca,2015,9,85897.0
Otro alojamiento de mercado,Mallorca,2015,9,71223.0
Hoteles y similares,Mallorca,2015,8,1215532.0
Alojamiento en propiedad,Mallorca,2015,8,68459.0
Alojamiento de alquiler,Mallorca,2015,8,264786.0
Alojamiento de familiares o amigos,Mallorca,2015,8,144590.0
Otro alojamiento de mercado,Mallorca,2015,8,62906.0
Hoteles y similares,Mallorca,2015,7,1188020.0
Alojamiento en propiedad,Mallorca,2015,7,59562.0
Alojamiento de alquiler,Mallorca,2015,7,256532.0
Alojamiento de familiares o amigos,Mallorca,2015,7,124202.0
Otro alojamiento de mercado,Mallorca,2015,7,57781.0
Hoteles y similares,Mallorca,2015,6,1071119.0
Alojamiento en propiedad,Mallorca,2015,6,57862.0
Alojamiento de alquiler,Mallorca,2015,6,150197.0
Alojamiento de familiares o amigos,Mallorca,2015,6,65146.0
Otro alojamiento de mercado,Mallorca,2015,6,53814.0
Hoteles y similares,Mallorca,2015,5,901435.0
Alojamiento en propiedad,Mallorca,2015,5,48726.0
Alojamiento de alquiler,Mallorca,2015,5,115466.0
Alojamiento de familiares o amigos,Mallorca,2015,5,67463.0
Otro alojamiento de mercado,Mallorca,2015,5,79400.0
Hoteles y similares,Mallorca,2015,4,502057.0
Alojamiento en propiedad,Mallorca,2015,4,48068.0
Alojamiento de alquiler,Mallorca,2015,4,83841.0
Alojamiento de familiares o amigos,Mallorca,2015,4,59843.0
Otro alojamiento de mercado,Mallorca,2015,4,27474.0
Hoteles y similares,Mallorca,2015,3,268223.0
Alojamiento en propiedad,Mallorca,2015,3,23178.0
Alojamiento de alquiler,Mallorca,2015,3,23487.0
Alojamiento de familiares o amigos,Mallorca,2015,3,40112.0
Otro alojamiento de mercado,Mallorca,2015,3,9497.0
Hoteles y similares,Mallorca,2015,2,89558.0
Alojamiento en propiedad,Mallorca,2015,2,20293.0
Alojamiento de alquiler,Mallorca,2015,2,13428.0
Alojamiento de familiares o amigos,Mallorca,2015,2,33566.0
Otro alojamiento de mercado,Mallorca,2015,2,10739.0
Hoteles y similares,Mallorca,2015,1,57856.0
Alojamiento en propiedad,Mallorca,2015,1,28247.0
Alojamiento de alquiler,Mallorca,2015,1,13026.0
Alojamiento de familiares o amigos,Mallorca,2015,1,61810.0
Otro alojamiento de mercado,Mallorca,2015,1,10664.0
Hoteles y similares,Mallorca,2014,12,59036.0
Alojamiento en propiedad,Mallorca,2014,12,11790.0
Alojamiento de alquiler,Mallorca,2014,12,10559.0
Alojamiento de familiares o amigos,Mallorca,2014,12,25326.0
Otro alojamiento de mercado,Mallorca,2014,12,16155.0
Hoteles y similares,Mallorca,2014,11,101792.0
Alojamiento en propiedad,Mallorca,2014,11,20140.0
Alojamiento de alquiler,Mallorca,2014,11,12693.0
Alojamiento de familiares o amigos,Mallorca,2014,11,30294.0
Otro alojamiento de mercado,Mallorca,2014,11,15769.0
Hoteles y similares,Mallorca,2014,10,586398.0
Alojamiento en propiedad,Mallorca,2014,10,46362.0
Alojamiento de alquiler,Mallorca,2014,10,121601.0
Alojamiento de familiares o amigos,Mallorca,2014,10,50224.0
Otro alojamiento de mercado,Mallorca,2014,10,51790.0
Hoteles y similares,Mallorca,2014,9,976897.0
Alojamiento en propiedad,Mallorca,2014,9,63781.0
Alojamiento de alquiler,Mallorca,2014,9,191361.0
Alojamiento de familiares o amigos,Mallorca,2014,9,77410.0
Otro alojamiento de mercado,Mallorca,2014,9,51438.0
Hoteles y similares,Mallorca,2014,8,1070631.0
Alojamiento en propiedad,Mallorca,2014,8,94530.0
Alojamiento de alquiler,Mallorca,2014,8,375682.0
Alojamiento de familiares o amigos,Mallorca,2014,8,126337.0
Otro alojamiento de mercado,Mallorca,2014,8,62215.0
Hoteles y similares,Mallorca,2014,7,1150526.0
Alojamiento en propiedad,Mallorca,2014,7,71094.0
Alojamiento de alquiler,Mallorca,2014,7,206243.0
Alojamiento de familiares o amigos,Mallorca,2014,7,101775.0
Otro alojamiento de mercado,Mallorca,2014,7,93180.0
Hoteles y similares,Mallorca,2014,6,1053377.0
Alojamiento en propiedad,Mallorca,2014,6,56360.0
Alojamiento de alquiler,Mallorca,2014,6,171831.0
Alojamiento de familiares o amigos,Mallorca,2014,6,94102.0
Otro alojamiento de mercado,Mallorca,2014,6,18027.0
Hoteles y similares,Mallorca,2014,5,885656.0
Alojamiento en propiedad,Mallorca,2014,5,44848.0
Alojamiento de alquiler,Mallorca,2014,5,102313.0
Alojamiento de familiares o amigos,Mallorca,2014,5,61122.0
Otro alojamiento de mercado,Mallorca,2014,5,9253.0
Hoteles y similares,Mallorca,2014,4,479690.0
Alojamiento en propiedad,Mallorca,2014,4,69394.0
Alojamiento de alquiler,Mallorca,2014,4,66062.0
Alojamiento de familiares o amigos,Mallorca,2014,4,61641.0
Otro alojamiento de mercado,Mallorca,2014,4,9551.0
Hoteles y similares,Mallorca,2014,3,228169.0
Alojamiento en propiedad,Mallorca,2014,3,28900.0
Alojamiento de alquiler,Mallorca,2014,3,14169.0
Alojamiento de familiares o amigos,Mallorca,2014,3,41776.0
Otro alojamiento de mercado,Mallorca,2014,3,4486.0
Hoteles y similares,Mallorca,2014,2,84063.0
Alojamiento en propiedad,Mallorca,2014,2,17768.0
Alojamiento de alquiler,Mallorca,2014,2,8999.0
Alojamiento de familiares o amigos,Mallorca,2014,2,27164.0
Otro alojamiento de mercado,Mallorca,2014,2,1199.0
Hoteles y similares,Mallorca,2014,1,56474.0
Alojamiento en propiedad,Mallorca,2014,1,23458.0
Alojamiento de alquiler,Mallorca,2014,1,10452.0
Alojamiento de familiares o amigos,Mallorca,2014,1,45502.0
Otro alojamiento de mercado,Mallorca,2014,1,1635.0
Hoteles y similares,Mallorca,2013,12,59890.0
Alojamiento en propiedad,Mallorca,2013,12,11610.0
Alojamiento de alquiler,Mallorca,2013,12,8983.0
Alojamiento de familiares o amigos,Mallorca,2013,12,33071.0
Otro alojamiento de mercado,Mallorca,2013,12,1179.0
Hoteles y similares,Mallorca,2013,11,81496.0
Alojamiento en propiedad,Mallorca,2013,11,19161.0
Alojamiento de alquiler,Mallorca,2013,11,10074.0
Alojamiento de familiares o amigos,Mallorca,2013,11,25726.0
Otro alojamiento de mercado,Mallorca,2013,11,2613.0
Hoteles y similares,Mallorca,2013,10,625450.0
Alojamiento en propiedad,Mallorca,2013,10,57129.0
Alojamiento de alquiler,Mallorca,2013,10,73735.0
Alojamiento de familiares o amigos,Mallorca,2013,10,53708.0
Otro alojamiento de mercado,Mallorca,2013,10,15951.0
Hoteles y similares,Mallorca,2013,9,988903.0
Alojamiento en propiedad,Mallorca,2013,9,58723.0
Alojamiento de alquiler,Mallorca,2013,9,146832.0
Alojamiento de familiares o amigos,Mallorca,2013,9,70042.0
Otro alojamiento de mercado,Mallorca,2013,9,41239.0
Hoteles y similares,Mallorca,2013,8,1169825.0
Alojamiento en propiedad,Mallorca,2013,8,87839.0
Alojamiento de alquiler,Mallorca,2013,8,166422.0
Alojamiento de familiares o amigos,Mallorca,2013,8,104227.0
Otro alojamiento de mercado,Mallorca,2013,8,97919.0
Hoteles y similares,Mallorca,2013,7,1174204.0
Alojamiento en propiedad,Mallorca,2013,7,76034.0
Alojamiento de alquiler,Mallorca,2013,7,170474.0
Alojamiento de familiares o amigos,Mallorca,2013,7,108082.0
Otro alojamiento de mercado,Mallorca,2013,7,57919.0
Hoteles y similares,Mallorca,2013,6,1055566.0
Alojamiento en propiedad,Mallorca,2013,6,78146.0
Alojamiento de alquiler,Mallorca,2013,6,106126.0
Alojamiento de familiares o amigos,Mallorca,2013,6,77879.0
Otro alojamiento de mercado,Mallorca,2013,6,35130.0
Hoteles y similares,Mallorca,2013,5,834771.0
Alojamiento en propiedad,Mallorca,2013,5,64980.0
Alojamiento de alquiler,Mallorca,2013,5,113674.0
Alojamiento de familiares o amigos,Mallorca,2013,5,60904.0
Otro alojamiento de mercado,Mallorca,2013,5,56904.0
Hoteles y similares,Mallorca,2013,4,483927.0
Alojamiento en propiedad,Mallorca,2013,4,60533.0
Alojamiento de alquiler,Mallorca,2013,4,56623.0
Alojamiento de familiares o amigos,Mallorca,2013,4,69841.0
Otro alojamiento de mercado,Mallorca,2013,4,10664.0
Hoteles y similares,Mallorca,2013,3,267261.0
Alojamiento en propiedad,Mallorca,2013,3,47176.0
Alojamiento de alquiler,Mallorca,2013,3,28320.0
Alojamiento de familiares o amigos,Mallorca,2013,3,49175.0
Otro alojamiento de mercado,Mallorca,2013,3,4317.0
Hoteles y similares,Mallorca,2013,2,99012.0
Alojamiento en propiedad,Mallorca,2013,2,24427.0
Alojamiento de alquiler,Mallorca,2013,2,7028.0
Alojamiento de familiares o amigos,Mallorca,2013,2,29270.0
Otro alojamiento de mercado,Mallorca,2013,2,1971.0
Hoteles y similares,Mallorca,2013,1,57029.0
Alojamiento en propiedad,Mallorca,2013,1,35795.0
Alojamiento de alquiler,Mallorca,2013,1,13150.0
Alojamiento de familiares o amigos,Mallorca,2013,1,49811.0
Otro alojamiento de mercado,Mallorca,2013,1,1851.0
Hoteles y similares,Mallorca,2012,12,46181.0
Alojamiento en propiedad,Mallorca,2012,12,12673.0
Alojamiento de alquiler,Mallorca,2012,12,6930.0
Alojamiento de familiares o amigos,Mallorca,2012,12,38432.0
Otro alojamiento de mercado,Mallorca,2012,12,3316.0
Hoteles y similares,Mallorca,2012,11,89435.0
Alojamiento en propiedad,Mallorca,2012,11,20431.0
Alojamiento de alquiler,Mallorca,2012,11,8258.0
Alojamiento de familiares o amigos,Mallorca,2012,11,35120.0
Otro alojamiento de mercado,Mallorca,2012,11,2678.0
Hoteles y similares,Mallorca,2012,10,537964.0
Alojamiento en propiedad,Mallorca,2012,10,44446.0
Alojamiento de alquiler,Mallorca,2012,10,48710.0
Alojamiento de familiares o amigos,Mallorca,2012,10,50533.0
Otro alojamiento de mercado,Mallorca,2012,10,107735.0
Hoteles y similares,Mallorca,2012,9,1007023.0
Alojamiento en propiedad,Mallorca,2012,9,68797.0
Alojamiento de alquiler,Mallorca,2012,9,133563.0
Alojamiento de familiares o amigos,Mallorca,2012,9,72968.0
Otro alojamiento de mercado,Mallorca,2012,9,46234.0
Hoteles y similares,Mallorca,2012,8,1091317.0
Alojamiento en propiedad,Mallorca,2012,8,96485.0
Alojamiento de alquiler,Mallorca,2012,8,155703.0
Alojamiento de familiares o amigos,Mallorca,2012,8,156426.0
Otro alojamiento de mercado,Mallorca,2012,8,20336.0
Hoteles y similares,Mallorca,2012,7,1137178.0
Alojamiento en propiedad,Mallorca,2012,7,95339.0
Alojamiento de alquiler,Mallorca,2012,7,219978.0
Alojamiento de familiares o amigos,Mallorca,2012,7,135290.0
Otro alojamiento de mercado,Mallorca,2012,7,16975.0
Hoteles y similares,Mallorca,2012,6,1023885.0
Alojamiento en propiedad,Mallorca,2012,6,51238.0
Alojamiento de alquiler,Mallorca,2012,6,127397.0
Alojamiento de familiares o amigos,Mallorca,2012,6,69569.0
Otro alojamiento de mercado,Mallorca,2012,6,31123.0
Hoteles y similares,Mallorca,2012,5,843159.0
Alojamiento en propiedad,Mallorca,2012,5,44880.0
Alojamiento de alquiler,Mallorca,2012,5,70792.0
Alojamiento de familiares o amigos,Mallorca,2012,5,59029.0
Otro alojamiento de mercado,Mallorca,2012,5,21659.0
Hoteles y similares,Mallorca,2012,4,444475.0
Alojamiento en propiedad,Mallorca,2012,4,53622.0
Alojamiento de alquiler,Mallorca,2012,4,54189.0
Alojamiento de familiares o amigos,Mallorca,2012,4,73303.0
Otro alojamiento de mercado,Mallorca,2012,4,15548.0
Hoteles y similares,Mallorca,2012,3,255413.0
Alojamiento en propiedad,Mallorca,2012,3,34695.0
Alojamiento de alquiler,Mallorca,2012,3,15865.0
Alojamiento de familiares o amigos,Mallorca,2012,3,43382.0
Otro alojamiento de mercado,Mallorca,2012,3,4798.0
Hoteles y similares,Mallorca,2012,2,121666.0
Alojamiento en propiedad,Mallorca,2012,2,19283.0
Alojamiento de alquiler,Mallorca,2012,2,6802.0
Alojamiento de familiares o amigos,Mallorca,2012,2,34324.0
Otro alojamiento de mercado,Mallorca,2012,2,1155.0
Hoteles y similares,Mallorca,2012,1,54321.0
Alojamiento en propiedad,Mallorca,2012,1,27684.0
Alojamiento de alquiler,Mallorca,2012,1,9574.0
Alojamiento de familiares o amigos,Mallorca,2012,1,52900.0
Otro alojamiento de mercado,Mallorca,2012,1,1609.0
Hoteles y similares,Mallorca,2011,12,54517.0
Alojamiento en propiedad,Mallorca,2011,12,11920.0
Alojamiento de alquiler,Mallorca,2011,12,5820.0
Alojamiento de familiares o amigos,Mallorca,2011,12,32592.0
Otro alojamiento de mercado,Mallorca,2011,12,2429.0
Hoteles y similares,Mallorca,2011,11,124881.0
Alojamiento en propiedad,Mallorca,2011,11,20063.0
Alojamiento de alquiler,Mallorca,2011,11,16502.0
Alojamiento de familiares o amigos,Mallorca,2011,11,25350.0
Otro alojamiento de mercado,Mallorca,2011,11,2993.0
Hoteles y similares,Mallorca,2011,10,567662.0
Alojamiento en propiedad,Mallorca,2011,10,40513.0
Alojamiento de alquiler,Mallorca,2011,10,62023.0
Alojamiento de familiares o amigos,Mallorca,2011,10,57673.0
Otro alojamiento de mercado,Mallorca,2011,10,21845.0
Hoteles y similares,Mallorca,2011,9,906259.0
Alojamiento en propiedad,Mallorca,2011,9,40713.0
Alojamiento de alquiler,Mallorca,2011,9,106633.0
Alojamiento de familiares o amigos,Mallorca,2011,9,91745.0
Otro alojamiento de mercado,Mallorca,2011,9,49852.0
Hoteles y similares,Mallorca,2011,8,1123937.0
Alojamiento en propiedad,Mallorca,2011,8,64616.0
Alojamiento de alquiler,Mallorca,2011,8,147907.0
Alojamiento de familiares o amigos,Mallorca,2011,8,155223.0
Otro alojamiento de mercado,Mallorca,2011,8,38112.0
Hoteles y similares,Mallorca,2011,7,1214397.0
Alojamiento en propiedad,Mallorca,2011,7,74541.0
Alojamiento de alquiler,Mallorca,2011,7,115662.0
Alojamiento de familiares o amigos,Mallorca,2011,7,104288.0
Otro alojamiento de mercado,Mallorca,2011,7,52018.0
Hoteles y similares,Mallorca,2011,6,965551.0
Alojamiento en propiedad,Mallorca,2011,6,78002.0
Alojamiento de alquiler,Mallorca,2011,6,61706.0
Alojamiento de familiares o amigos,Mallorca,2011,6,81621.0
Otro alojamiento de mercado,Mallorca,2011,6,47576.0
Hoteles y similares,Mallorca,2011,5,825944.0
Alojamiento en propiedad,Mallorca,2011,5,78308.0
Alojamiento de alquiler,Mallorca,2011,5,32681.0
Alojamiento de familiares o amigos,Mallorca,2011,5,58151.0
Otro alojamiento de mercado,Mallorca,2011,5,8097.0
Hoteles y similares,Mallorca,2011,4,487717.0
Alojamiento en propiedad,Mallorca,2011,4,56150.0
Alojamiento de alquiler,Mallorca,2011,4,28959.0
Alojamiento de familiares o amigos,Mallorca,2011,4,80152.0
Otro alojamiento de mercado,Mallorca,2011,4,9527.0
Hoteles y similares,Mallorca,2011,3,236003.0
Alojamiento en propiedad,Mallorca,2011,3,34527.0
Alojamiento de alquiler,Mallorca,2011,3,13233.0
Alojamiento de familiares o amigos,Mallorca,2011,3,39525.0
Otro alojamiento de mercado,Mallorca,2011,3,2216.0
Hoteles y similares,Mallorca,2011,2,133592.0
Alojamiento en propiedad,Mallorca,2011,2,22156.0
Alojamiento de alquiler,Mallorca,2011,2,5236.0
Alojamiento de familiares o amigos,Mallorca,2011,2,35906.0
Otro alojamiento de mercado,Mallorca,2011,2,1044.0
Hoteles y similares,Mallorca,2011,1,74820.0
Alojamiento en propiedad,Mallorca,2011,1,25287.0
Alojamiento de alquiler,Mallorca,2011,1,8246.0
Alojamiento de familiares o amigos,Mallorca,2011,1,58927.0
Otro alojamiento de mercado,Mallorca,2011,1,2211.0
Hoteles y similares,Mallorca,2010,12,61331.0
Alojamiento en propiedad,Mallorca,2010,12,22264.0
Alojamiento de alquiler,Mallorca,2010,12,6001.0
Alojamiento de familiares o amigos,Mallorca,2010,12,28739.0
Otro alojamiento de mercado,Mallorca,2010,12,1586.0
Hoteles y similares,Mallorca,2010,11,117831.0
Alojamiento en propiedad,Mallorca,2010,11,22632.0
Alojamiento de alquiler,Mallorca,2010,11,8411.0
Alojamiento de familiares o amigos,Mallorca,2010,11,36156.0
Otro alojamiento de mercado,Mallorca,2010,11,2406.0
Hoteles y similares,Mallorca,2010,10,527134.0
Alojamiento en propiedad,Mallorca,2010,10,36355.0
Alojamiento de alquiler,Mallorca,2010,10,57448.0
Alojamiento de familiares o amigos,Mallorca,2010,10,68942.0
Otro alojamiento de mercado,Mallorca,2010,10,27060.0
Hoteles y similares,Mallorca,2010,9,807630.0
Alojamiento en propiedad,Mallorca,2010,9,56730.0
Alojamiento de alquiler,Mallorca,2010,9,83027.0
Alojamiento de familiares o amigos,Mallorca,2010,9,94289.0
Otro alojamiento de mercado,Mallorca,2010,9,45954.0
Hoteles y similares,Mallorca,2010,8,995631.0
Alojamiento en propiedad,Mallorca,2010,8,71428.0
Alojamiento de alquiler,Mallorca,2010,8,105191.0
Alojamiento de familiares o amigos,Mallorca,2010,8,154088.0
Otro alojamiento de mercado,Mallorca,2010,8,31700.0
Hoteles y similares,Mallorca,2010,7,1124767.0
Alojamiento en propiedad,Mallorca,2010,7,40519.0
Alojamiento de alquiler,Mallorca,2010,7,61928.0
Alojamiento de familiares o amigos,Mallorca,2010,7,95246.0
Otro alojamiento de mercado,Mallorca,2010,7,60061.0
Hoteles y similares,Mallorca,2010,6,921093.0
