tipo_alojamiento,Isla,year,month,Num_establecimientos
Alojamiento de familiares o amigos,Menorca,2019,12,6745.0
Hoteles y similares,Menorca,2019,11,3062.0
Alojamiento de alquiler,Menorca,2019,11,1680.0
Otro alojamiento de mercado,Menorca,2019,11,
Alojamiento en propiedad,Menorca,2019,11,3258.0
Alojamiento de familiares o amigos,Menorca,2019,11,6752.0
Hoteles y similares,Menorca,2019,10,53755.0
Alojamiento de alquiler,Menorca,2019,10,12069.0
Otro alojamiento de mercado,Menorca,2019,10,3992.0
Alojamiento en propiedad,Menorca,2019,10,6227.0
Alojamiento de familiares o amigos,Menorca,2019,10,6723.0
Hoteles y similares,Menorca,2019,9,124304.0
Alojamiento de alquiler,Menorca,2019,9,46110.0
Otro alojamiento de mercado,Menorca,2019,9,1426.0
Alojamiento en propiedad,Menorca,2019,9,12538.0
Alojamiento de familiares o amigos,Menorca,2019,9,15645.0
Hoteles y similares,Menorca,2019,8,204876.0
Alojamiento de alquiler,Menorca,2019,8,61618.0
Otro alojamiento de mercado,Menorca,2019,8,5584.0
Alojamiento en propiedad,Menorca,2019,8,20608.0
Alojamiento de familiares o amigos,Menorca,2019,8,35646.0
Hoteles y similares,Menorca,2019,7,181431.0
Alojamiento de alquiler,Menorca,2019,7,75191.0
Otro alojamiento de mercado,Menorca,2019,7,7614.0
Alojamiento en propiedad,Menorca,2019,7,23772.0
Alojamiento de familiares o amigos,Menorca,2019,7,31193.0
Hoteles y similares,Menorca,2019,6,155475.0
Alojamiento de alquiler,Menorca,2019,6,54839.0
Otro alojamiento de mercado,Menorca,2019,6,1339.0
Alojamiento en propiedad,Menorca,2019,6,12324.0
Alojamiento de familiares o amigos,Menorca,2019,6,20018.0
Hoteles y similares,Menorca,2019,5,102854.0
Alojamiento de alquiler,Menorca,2019,5,16483.0
Otro alojamiento de mercado,Menorca,2019,5,
Alojamiento en propiedad,Menorca,2019,5,8461.0
Alojamiento de familiares o amigos,Menorca,2019,5,6955.0
Hoteles y similares,Menorca,2019,4,14964.0
Alojamiento de alquiler,Menorca,2019,4,8148.0
Otro alojamiento de mercado,Menorca,2019,4,
Alojamiento en propiedad,Menorca,2019,4,19258.0
Alojamiento de familiares o amigos,Menorca,2019,4,17418.0
Hoteles y similares,Menorca,2019,3,4326.0
Alojamiento de alquiler,Menorca,2019,3,1846.0
Otro alojamiento de mercado,Menorca,2019,3,
Alojamiento en propiedad,Menorca,2019,3,7681.0
Alojamiento de familiares o amigos,Menorca,2019,3,12409.0
Hoteles y similares,Menorca,2019,2,1329.0
Alojamiento de alquiler,Menorca,2019,2,631.0
Otro alojamiento de mercado,Menorca,2019,2,
Alojamiento en propiedad,Menorca,2019,2,3867.0
Alojamiento de familiares o amigos,Menorca,2019,2,7401.0
Hoteles y similares,Menorca,2019,1,1395.0
Alojamiento de alquiler,Menorca,2019,1,1212.0
Otro alojamiento de mercado,Menorca,2019,1,
Alojamiento en propiedad,Menorca,2019,1,2570.0
Alojamiento de familiares o amigos,Menorca,2019,1,6773.0
Hoteles y similares,Menorca,2018,12,1857.0
Alojamiento de alquiler,Menorca,2018,12,402.0
Otro alojamiento de mercado,Menorca,2018,12,
Alojamiento en propiedad,Menorca,2018,12,
Alojamiento de familiares o amigos,Menorca,2018,12,
Hoteles y similares,Menorca,2018,11,4483.0
Alojamiento de alquiler,Menorca,2018,11,1927.0
Otro alojamiento de mercado,Menorca,2018,11,
Alojamiento en propiedad,Menorca,2018,11,2987.0
Alojamiento de familiares o amigos,Menorca,2018,11,4835.0
Hoteles y similares,Menorca,2018,10,54577.0
Alojamiento de alquiler,Menorca,2018,10,12522.0
Otro alojamiento de mercado,Menorca,2018,10,1196.0
Alojamiento en propiedad,Menorca,2018,10,5826.0
Alojamiento de familiares o amigos,Menorca,2018,10,4828.0
Hoteles y similares,Menorca,2018,9,145948.0
Alojamiento de alquiler,Menorca,2018,9,37178.0
Otro alojamiento de mercado,Menorca,2018,9,7099.0
Alojamiento en propiedad,Menorca,2018,9,7858.0
Alojamiento de familiares o amigos,Menorca,2018,9,19848.0
Hoteles y similares,Menorca,2018,8,185029.0
Alojamiento de alquiler,Menorca,2018,8,74721.0
Otro alojamiento de mercado,Menorca,2018,8,8327.0
Alojamiento en propiedad,Menorca,2018,8,19183.0
Alojamiento de familiares o amigos,Menorca,2018,8,32043.0
Hoteles y similares,Menorca,2018,7,169549.0
Alojamiento de alquiler,Menorca,2018,7,75233.0
Otro alojamiento de mercado,Menorca,2018,7,16206.0
Alojamiento en propiedad,Menorca,2018,7,22205.0
Alojamiento de familiares o amigos,Menorca,2018,7,31520.0
Hoteles y similares,Menorca,2018,6,153822.0
Alojamiento de alquiler,Menorca,2018,6,56838.0
Otro alojamiento de mercado,Menorca,2018,6,7470.0
Alojamiento en propiedad,Menorca,2018,6,7599.0
Alojamiento de familiares o amigos,Menorca,2018,6,16888.0
Hoteles y similares,Menorca,2018,5,99131.0
Alojamiento de alquiler,Menorca,2018,5,19083.0
Otro alojamiento de mercado,Menorca,2018,5,2157.0
Alojamiento en propiedad,Menorca,2018,5,9359.0
Alojamiento de familiares o amigos,Menorca,2018,5,8757.0
Hoteles y similares,Menorca,2018,4,9397.0
Alojamiento de alquiler,Menorca,2018,4,5032.0
Otro alojamiento de mercado,Menorca,2018,4,
Alojamiento en propiedad,Menorca,2018,4,11555.0
Alojamiento de familiares o amigos,Menorca,2018,4,17202.0
Hoteles y similares,Menorca,2018,3,5851.0
Alojamiento de alquiler,Menorca,2018,3,2570.0
Otro alojamiento de mercado,Menorca,2018,3,
Alojamiento en propiedad,Menorca,2018,3,7255.0
Alojamiento de familiares o amigos,Menorca,2018,3,11093.0
Hoteles y similares,Menorca,2018,2,3008.0
Alojamiento de alquiler,Menorca,2018,2,535.0
Otro alojamiento de mercado,Menorca,2018,2,
Alojamiento en propiedad,Menorca,2018,2,1850.0
Alojamiento de familiares o amigos,Menorca,2018,2,5886.0
Hoteles y similares,Menorca,2018,1,2094.0
Alojamiento de alquiler,Menorca,2018,1,
Otro alojamiento de mercado,Menorca,2018,1,
Alojamiento en propiedad,Menorca,2018,1,2608.0
Alojamiento de familiares o amigos,Menorca,2018,1,6468.0
Hoteles y similares,Menorca,2017,12,1802.0
Alojamiento de alquiler,Menorca,2017,12,
Otro alojamiento de mercado,Menorca,2017,12,
Alojamiento en propiedad,Menorca,2017,12,2181.0
Alojamiento de familiares o amigos,Menorca,2017,12,5156.0
Hoteles y similares,Menorca,2017,11,4695.0
Alojamiento de alquiler,Menorca,2017,11,1973.0
Otro alojamiento de mercado,Menorca,2017,11,388.0
Alojamiento en propiedad,Menorca,2017,11,2526.0
Alojamiento de familiares o amigos,Menorca,2017,11,3153.0
Hoteles y similares,Menorca,2017,10,41799.0
Alojamiento de alquiler,Menorca,2017,10,14785.0
Otro alojamiento de mercado,Menorca,2017,10,6228.0
Alojamiento en propiedad,Menorca,2017,10,8559.0
Alojamiento de familiares o amigos,Menorca,2017,10,6712.0
Hoteles y similares,Menorca,2017,9,130505.0
Alojamiento de alquiler,Menorca,2017,9,43281.0
Otro alojamiento de mercado,Menorca,2017,9,16297.0
Alojamiento en propiedad,Menorca,2017,9,12622.0
Alojamiento de familiares o amigos,Menorca,2017,9,19846.0
Hoteles y similares,Menorca,2017,8,183474.0
Alojamiento de alquiler,Menorca,2017,8,67055.0
Otro alojamiento de mercado,Menorca,2017,8,20542.0
Alojamiento en propiedad,Menorca,2017,8,21115.0
Alojamiento de familiares o amigos,Menorca,2017,8,38438.0
Hoteles y similares,Menorca,2017,7,178780.0
Alojamiento de alquiler,Menorca,2017,7,90774.0
Otro alojamiento de mercado,Menorca,2017,7,9399.0
Alojamiento en propiedad,Menorca,2017,7,22493.0
Alojamiento de familiares o amigos,Menorca,2017,7,28687.0
Hoteles y similares,Menorca,2017,6,157574.0
Alojamiento de alquiler,Menorca,2017,6,45202.0
Otro alojamiento de mercado,Menorca,2017,6,4491.0
Alojamiento en propiedad,Menorca,2017,6,7330.0
Alojamiento de familiares o amigos,Menorca,2017,6,16643.0
Hoteles y similares,Menorca,2017,5,110058.0
Alojamiento de alquiler,Menorca,2017,5,15515.0
Otro alojamiento de mercado,Menorca,2017,5,1883.0
Alojamiento en propiedad,Menorca,2017,5,7815.0
Alojamiento de familiares o amigos,Menorca,2017,5,9130.0
Hoteles y similares,Menorca,2017,4,14461.0
Alojamiento de alquiler,Menorca,2017,4,6699.0
Otro alojamiento de mercado,Menorca,2017,4,
Alojamiento en propiedad,Menorca,2017,4,14293.0
Alojamiento de familiares o amigos,Menorca,2017,4,16992.0
Hoteles y similares,Menorca,2017,3,6732.0
Alojamiento de alquiler,Menorca,2017,3,2838.0
Otro alojamiento de mercado,Menorca,2017,3,
Alojamiento en propiedad,Menorca,2017,3,7226.0
Alojamiento de familiares o amigos,Menorca,2017,3,9854.0
Hoteles y similares,Menorca,2017,2,2543.0
Alojamiento de alquiler,Menorca,2017,2,
Otro alojamiento de mercado,Menorca,2017,2,
Alojamiento en propiedad,Menorca,2017,2,2726.0
Alojamiento de familiares o amigos,Menorca,2017,2,6833.0
Hoteles y similares,Menorca,2017,1,2158.0
Alojamiento de alquiler,Menorca,2017,1,
Otro alojamiento de mercado,Menorca,2017,1,
Alojamiento en propiedad,Menorca,2017,1,3120.0
Alojamiento de familiares o amigos,Menorca,2017,1,5449.0
Hoteles y similares,Menorca,2016,12,1814.0
Alojamiento de alquiler,Menorca,2016,12,
Otro alojamiento de mercado,Menorca,2016,12,
Alojamiento en propiedad,Menorca,2016,12,5269.0
Alojamiento de familiares o amigos,Menorca,2016,12,4494.0
Hoteles y similares,Menorca,2016,11,3659.0
Alojamiento de alquiler,Menorca,2016,11,1447.0
Otro alojamiento de mercado,Menorca,2016,11,
Alojamiento en propiedad,Menorca,2016,11,3509.0
Alojamiento de familiares o amigos,Menorca,2016,11,4144.0
Hoteles y similares,Menorca,2016,10,50815.0
Alojamiento de alquiler,Menorca,2016,10,8617.0
Otro alojamiento de mercado,Menorca,2016,10,1698.0
Alojamiento en propiedad,Menorca,2016,10,8626.0
Alojamiento de familiares o amigos,Menorca,2016,10,7606.0
Hoteles y similares,Menorca,2016,9,139318.0
Alojamiento de alquiler,Menorca,2016,9,33433.0
Otro alojamiento de mercado,Menorca,2016,9,4784.0
Alojamiento en propiedad,Menorca,2016,9,14669.0
Alojamiento de familiares o amigos,Menorca,2016,9,17614.0
Hoteles y similares,Menorca,2016,8,194299.0
Alojamiento de alquiler,Menorca,2016,8,59126.0
Otro alojamiento de mercado,Menorca,2016,8,12255.0
Alojamiento en propiedad,Menorca,2016,8,26197.0
Alojamiento de familiares o amigos,Menorca,2016,8,36267.0
Hoteles y similares,Menorca,2016,7,199794.0
Alojamiento de alquiler,Menorca,2016,7,50278.0
Otro alojamiento de mercado,Menorca,2016,7,15415.0
Alojamiento en propiedad,Menorca,2016,7,27034.0
Alojamiento de familiares o amigos,Menorca,2016,7,30523.0
Hoteles y similares,Menorca,2016,6,161014.0
Alojamiento de alquiler,Menorca,2016,6,24899.0
Otro alojamiento de mercado,Menorca,2016,6,3618.0
Alojamiento en propiedad,Menorca,2016,6,17903.0
Alojamiento de familiares o amigos,Menorca,2016,6,18447.0
Hoteles y similares,Menorca,2016,5,112044.0
Alojamiento de alquiler,Menorca,2016,5,5896.0
Otro alojamiento de mercado,Menorca,2016,5,
Alojamiento en propiedad,Menorca,2016,5,6841.0
Alojamiento de familiares o amigos,Menorca,2016,5,6755.0
Hoteles y similares,Menorca,2016,4,13300.0
Alojamiento de alquiler,Menorca,2016,4,799.0
Otro alojamiento de mercado,Menorca,2016,4,
Alojamiento en propiedad,Menorca,2016,4,10090.0
Alojamiento de familiares o amigos,Menorca,2016,4,10311.0
Hoteles y similares,Menorca,2016,3,7384.0
Alojamiento de alquiler,Menorca,2016,3,
Otro alojamiento de mercado,Menorca,2016,3,
Alojamiento en propiedad,Menorca,2016,3,5669.0
Alojamiento de familiares o amigos,Menorca,2016,3,6009.0
Hoteles y similares,Menorca,2016,2,2671.0
Alojamiento de alquiler,Menorca,2016,2,
Otro alojamiento de mercado,Menorca,2016,2,
Alojamiento en propiedad,Menorca,2016,2,2769.0
Alojamiento de familiares o amigos,Menorca,2016,2,8447.0
Hoteles y similares,Menorca,2016,1,1277.0
Alojamiento de alquiler,Menorca,2016,1,
Otro alojamiento de mercado,Menorca,2016,1,
Alojamiento en propiedad,Menorca,2016,1,2798.0
Alojamiento de familiares o amigos,Menorca,2016,1,6214.0
Hoteles y similares,Menorca,2015,12,2751.0
Alojamiento de alquiler,Menorca,2015,12,
Otro alojamiento de mercado,Menorca,2015,12,
Alojamiento en propiedad,Menorca,2015,12,1307.0
Alojamiento de familiares o amigos,Menorca,2015,12,2721.0
Hoteles y similares,Menorca,2015,11,2514.0
Alojamiento de alquiler,Menorca,2015,11,1578.0
Otro alojamiento de mercado,Menorca,2015,11,176.0
Alojamiento en propiedad,Menorca,2015,11,2599.0
Alojamiento de familiares o amigos,Menorca,2015,11,3496.0
Hoteles y similares,Menorca,2015,10,39416.0
Alojamiento de alquiler,Menorca,2015,10,12820.0
Otro alojamiento de mercado,Menorca,2015,10,
Alojamiento en propiedad,Menorca,2015,10,4904.0
Alojamiento de familiares o amigos,Menorca,2015,10,4476.0
Hoteles y similares,Ibiza_Formentera,2021,12,6684.0
Alojamiento de alquiler,Ibiza_Formentera,2021,12,3618.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,12,
Alojamiento en propiedad,Ibiza_Formentera,2021,12,4764.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,12,10031.0
Hoteles y similares,Ibiza_Formentera,2021,11,6716.0
Alojamiento de alquiler,Ibiza_Formentera,2021,11,4934.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,11,411.0
Alojamiento en propiedad,Ibiza_Formentera,2021,11,2611.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,11,12502.0
Hoteles y similares,Ibiza_Formentera,2021,10,117209.0
Alojamiento de alquiler,Ibiza_Formentera,2021,10,51662.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,10,2384.0
Alojamiento en propiedad,Ibiza_Formentera,2021,10,18635.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,10,28725.0
Hoteles y similares,Ibiza_Formentera,2021,9,236087.0
Alojamiento de alquiler,Ibiza_Formentera,2021,9,55932.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,9,4549.0
Alojamiento en propiedad,Ibiza_Formentera,2021,9,19660.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,9,52207.0
Hoteles y similares,Ibiza_Formentera,2021,8,292914.0
Alojamiento de alquiler,Ibiza_Formentera,2021,8,77357.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,8,12489.0
Alojamiento en propiedad,Ibiza_Formentera,2021,8,24500.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,8,65211.0
Hoteles y similares,Ibiza_Formentera,2021,7,239191.0
Alojamiento de alquiler,Ibiza_Formentera,2021,7,93668.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,7,15436.0
Alojamiento en propiedad,Ibiza_Formentera,2021,7,35514.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,7,73160.0
Hoteles y similares,Ibiza_Formentera,2021,6,122821.0
Alojamiento de alquiler,Ibiza_Formentera,2021,6,39621.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,6,4951.0
Alojamiento en propiedad,Ibiza_Formentera,2021,6,17929.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,6,27897.0
Hoteles y similares,Ibiza_Formentera,2021,5,36032.0
Alojamiento de alquiler,Ibiza_Formentera,2021,5,16858.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,5,725.0
Alojamiento en propiedad,Ibiza_Formentera,2021,5,14898.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,5,14015.0
Hoteles y similares,Ibiza_Formentera,2021,4,3170.0
Alojamiento de alquiler,Ibiza_Formentera,2021,4,2037.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,4,
Alojamiento en propiedad,Ibiza_Formentera,2021,4,4889.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,4,8171.0
Hoteles y similares,Ibiza_Formentera,2021,3,2660.0
Alojamiento de alquiler,Ibiza_Formentera,2021,3,602.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,3,
Alojamiento en propiedad,Ibiza_Formentera,2021,3,1250.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,3,1181.0
Hoteles y similares,Ibiza_Formentera,2021,2,1198.0
Alojamiento de alquiler,Ibiza_Formentera,2021,2,400.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,2,
Alojamiento en propiedad,Ibiza_Formentera,2021,2,286.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,2,1145.0
Hoteles y similares,Ibiza_Formentera,2021,1,1532.0
Alojamiento de alquiler,Ibiza_Formentera,2021,1,797.0
Otro alojamiento de mercado,Ibiza_Formentera,2021,1,
Alojamiento en propiedad,Ibiza_Formentera,2021,1,810.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2021,1,2786.0
Hoteles y similares,Ibiza_Formentera,2020,12,2314.0
Alojamiento de alquiler,Ibiza_Formentera,2020,12,1096.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,12,
Alojamiento en propiedad,Ibiza_Formentera,2020,12,969.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,12,2046.0
Hoteles y similares,Ibiza_Formentera,2020,11,2239.0
Alojamiento de alquiler,Ibiza_Formentera,2020,11,1630.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,11,
Alojamiento en propiedad,Ibiza_Formentera,2020,11,1226.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,11,3039.0
Hoteles y similares,Ibiza_Formentera,2020,10,12178.0
Alojamiento de alquiler,Ibiza_Formentera,2020,10,6767.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,10,
Alojamiento en propiedad,Ibiza_Formentera,2020,10,4115.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,10,12535.0
Hoteles y similares,Ibiza_Formentera,2020,9,56681.0
Alojamiento de alquiler,Ibiza_Formentera,2020,9,7277.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,9,1759.0
Alojamiento en propiedad,Ibiza_Formentera,2020,9,2945.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,9,9265.0
Hoteles y similares,Ibiza_Formentera,2020,8,143530.0
Alojamiento de alquiler,Ibiza_Formentera,2020,8,33294.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,8,7057.0
Alojamiento en propiedad,Ibiza_Formentera,2020,8,7771.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,8,29667.0
Hoteles y similares,Ibiza_Formentera,2020,7,90869.0
Alojamiento de alquiler,Ibiza_Formentera,2020,7,40189.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,7,5814.0
Alojamiento en propiedad,Ibiza_Formentera,2020,7,13723.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,7,32914.0
Hoteles y similares,Ibiza_Formentera,2020,6,2724.0
Alojamiento de alquiler,Ibiza_Formentera,2020,6,9517.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,6,776.0
Alojamiento en propiedad,Ibiza_Formentera,2020,6,2396.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,6,5564.0
Hoteles y similares,Ibiza_Formentera,2020,5,0.0
Alojamiento de alquiler,Ibiza_Formentera,2020,5,0.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,5,0.0
Alojamiento en propiedad,Ibiza_Formentera,2020,5,0.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,5,0.0
Hoteles y similares,Ibiza_Formentera,2020,4,0.0
Alojamiento de alquiler,Ibiza_Formentera,2020,4,0.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,4,0.0
Alojamiento en propiedad,Ibiza_Formentera,2020,4,0.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,4,0.0
Hoteles y similares,Ibiza_Formentera,2020,3,3292.0
Alojamiento de alquiler,Ibiza_Formentera,2020,3,2194.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,3,
Alojamiento en propiedad,Ibiza_Formentera,2020,3,3678.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,3,8774.0
Hoteles y similares,Ibiza_Formentera,2020,2,9133.0
Alojamiento de alquiler,Ibiza_Formentera,2020,2,7963.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,2,
Alojamiento en propiedad,Ibiza_Formentera,2020,2,4368.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,2,11315.0
Hoteles y similares,Ibiza_Formentera,2020,1,4556.0
Alojamiento de alquiler,Ibiza_Formentera,2020,1,1295.0
Otro alojamiento de mercado,Ibiza_Formentera,2020,1,
Alojamiento en propiedad,Ibiza_Formentera,2020,1,2353.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2020,1,14364.0
Hoteles y similares,Ibiza_Formentera,2019,12,5850.0
Alojamiento de alquiler,Ibiza_Formentera,2019,12,1897.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,12,
Alojamiento en propiedad,Ibiza_Formentera,2019,12,5431.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,12,17073.0
Hoteles y similares,Ibiza_Formentera,2019,11,6881.0
Alojamiento de alquiler,Ibiza_Formentera,2019,11,3719.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,11,407.0
Alojamiento en propiedad,Ibiza_Formentera,2019,11,3575.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,11,15902.0
Hoteles y similares,Ibiza_Formentera,2019,10,180405.0
Alojamiento de alquiler,Ibiza_Formentera,2019,10,38893.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,10,
Alojamiento en propiedad,Ibiza_Formentera,2019,10,8175.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,10,26619.0
Hoteles y similares,Ibiza_Formentera,2019,9,344679.0
Alojamiento de alquiler,Ibiza_Formentera,2019,9,64791.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,9,7086.0
Alojamiento en propiedad,Ibiza_Formentera,2019,9,12495.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,9,42834.0
Hoteles y similares,Ibiza_Formentera,2019,8,431324.0
Alojamiento de alquiler,Ibiza_Formentera,2019,8,74481.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,8,9027.0
Alojamiento en propiedad,Ibiza_Formentera,2019,8,13760.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,8,59451.0
Hoteles y similares,Ibiza_Formentera,2019,7,409743.0
Alojamiento de alquiler,Ibiza_Formentera,2019,7,91731.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,7,10789.0
Alojamiento en propiedad,Ibiza_Formentera,2019,7,17719.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,7,52592.0
Hoteles y similares,Ibiza_Formentera,2019,6,331484.0
Alojamiento de alquiler,Ibiza_Formentera,2019,6,72528.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,6,19822.0
Alojamiento en propiedad,Ibiza_Formentera,2019,6,20958.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,6,48955.0
Hoteles y similares,Ibiza_Formentera,2019,5,246257.0
Alojamiento de alquiler,Ibiza_Formentera,2019,5,50612.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,5,18274.0
Alojamiento en propiedad,Ibiza_Formentera,2019,5,17816.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,5,40757.0
Hoteles y similares,Ibiza_Formentera,2019,4,63684.0
Alojamiento de alquiler,Ibiza_Formentera,2019,4,48113.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,4,1402.0
Alojamiento en propiedad,Ibiza_Formentera,2019,4,17842.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,4,56483.0
Hoteles y similares,Ibiza_Formentera,2019,3,11169.0
Alojamiento de alquiler,Ibiza_Formentera,2019,3,5894.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,3,
Alojamiento en propiedad,Ibiza_Formentera,2019,3,12620.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,3,26973.0
Hoteles y similares,Ibiza_Formentera,2019,2,5728.0
Alojamiento de alquiler,Ibiza_Formentera,2019,2,1151.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,2,
Alojamiento en propiedad,Ibiza_Formentera,2019,2,5000.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,2,16554.0
Hoteles y similares,Ibiza_Formentera,2019,1,3459.0
Alojamiento de alquiler,Ibiza_Formentera,2019,1,1043.0
Otro alojamiento de mercado,Ibiza_Formentera,2019,1,
Alojamiento en propiedad,Ibiza_Formentera,2019,1,4464.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2019,1,19521.0
Hoteles y similares,Ibiza_Formentera,2018,12,5156.0
Alojamiento de alquiler,Ibiza_Formentera,2018,12,1861.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,12,
Alojamiento en propiedad,Ibiza_Formentera,2018,12,
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,12,
Hoteles y similares,Ibiza_Formentera,2018,11,3904.0
Alojamiento de alquiler,Ibiza_Formentera,2018,11,7604.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,11,
Alojamiento en propiedad,Ibiza_Formentera,2018,11,5645.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,11,12861.0
Hoteles y similares,Ibiza_Formentera,2018,10,178297.0
Alojamiento de alquiler,Ibiza_Formentera,2018,10,22385.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,10,1675.0
Alojamiento en propiedad,Ibiza_Formentera,2018,10,13149.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,10,27045.0
Hoteles y similares,Ibiza_Formentera,2018,9,313528.0
Alojamiento de alquiler,Ibiza_Formentera,2018,9,110172.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,9,5529.0
Alojamiento en propiedad,Ibiza_Formentera,2018,9,11935.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,9,48219.0
Hoteles y similares,Ibiza_Formentera,2018,8,385731.0
Alojamiento de alquiler,Ibiza_Formentera,2018,8,100744.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,8,12978.0
Alojamiento en propiedad,Ibiza_Formentera,2018,8,33707.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,8,70905.0
Hoteles y similares,Ibiza_Formentera,2018,7,385622.0
Alojamiento de alquiler,Ibiza_Formentera,2018,7,98155.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,7,9084.0
Alojamiento en propiedad,Ibiza_Formentera,2018,7,24186.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,7,74980.0
Hoteles y similares,Ibiza_Formentera,2018,6,347685.0
Alojamiento de alquiler,Ibiza_Formentera,2018,6,71694.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,6,8361.0
Alojamiento en propiedad,Ibiza_Formentera,2018,6,20976.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,6,50741.0
Hoteles y similares,Ibiza_Formentera,2018,5,273907.0
Alojamiento de alquiler,Ibiza_Formentera,2018,5,42055.0
Otro alojamiento de mercado,Ibiza_Formentera,2018,5,5081.0
Alojamiento en propiedad,Ibiza_Formentera,2018,5,25779.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2018,5,38145.0
Hoteles y similares,Ibiza_Formentera,2018,4,64907.0
Alojamiento de alquiler,Ibiza_Formentera,2018,4,35029.0
